name,COG0016,COG0049,COG0051,COG0052,COG0064,COG0081,COG0085,COG0086,COG0087,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0098,COG0099,COG0100,COG0103,COG0201,COG0202,COG0480,COG0532,COG0533,COG0541,COG0552,COG5257,PCA_Score1(0.4191431362755863),PCA_Score2(0.09763463057784694),PCA_Score3(0.07062674192378664)
GCA_000092305,0.079656615,0.12615374,0.067212858,0.138450677,0.186269588,0.044530786,0.129815648,0.066810276,0.124876722,0.330453085,0.362128164,0.052933628,0.114178383,0.203829624,0.374228412,0.374856473,0.043604253,0.144385789,0.065210608,0.19888444,0.242779019,0.116382256,,0.160617656,0.314754746,0.163736161,0.128630305,-4.628033548655199,0.93952157722893,0.18745869682562907
GCA_000092465,0.883855733,0.558180717,0.463294085,0.161039017,,0.802014651,0.051998255,0.1783609,0.646885923,0.312925944,0.309468525,0.28388539,0.190080981,0.822121885,0.676084517,0.347134301,0.625252325,0.638460106,0.190830546,0.623363216,0.233995838,0.748858098,0.923327753,0.331318095,,0.224836747,0.879122365,3.4118573803816434,-2.728873830215753,1.5901965023814686
GCA_000145985,0.273858634,0.464883801,0.403191326,0.155308482,0.286296174,0.366824551,0.051539424,0.177304941,0.610200557,0.24373669,0.124410364,0.204214927,0.199443234,0.478761535,0.600443907,0.246337337,0.407224236,0.657729984,0.182274348,0.32416166,0.146565097,0.574577984,0.48457753,0.254695355,,0.18632043,0.525028387,-0.34131531014439814,-2.317016698473095,1.2338032662885514
GCA_000151105,0.537685886,0.24735347,0.069188874,0.1214395,,0.045679669,0.082053709,0.095553735,0.183954465,0.379393833,0.149715619,0.021967091,0.048812815,0.439315539,0.393229204,0.405560213,0.075242485,0.170776876,0.074671996,0.212988415,0.018065051,0.146124603,,0.170489032,0.281886952,0.160715877,0.042642151,-4.104424298376767,0.2982707315903356,0.15137655499606187
GCA_000166095,0.101967517,0.229961338,0.126288898,0.132140157,0.158731109,0.056129192,0.109811449,0.112584072,0.123087046,0.312322073,0.437673048,0.096444856,0.143273231,0.146717959,0.601233875,0.510706472,0.075314517,0.10281798,0.269401106,0.361814277,0.155048808,,0.310754261,0.187223136,0.395618704,0.166613198,0.23776318,-3.371705859821868,0.9446883155606535,0.6914683715474348
GCA_000191585,0.097514512,0.30950841,0.183739499,0.178761938,0.170444481,0.063340624,0.126392001,0.107701791,0.116548084,0.619265496,0.569076293,0.162361421,0.173062704,0.18124729,0.861347092,0.82694847,0.065188785,0.09567304,0.345828093,0.501072697,0.155415327,0.210458232,0.424003449,0.270698641,,0.185860281,0.412773217,-1.7941400816726818,1.0086498775965484,0.3500050948099597
GCA_000193375,0.493800285,0.374229367,0.236254192,0.165697546,,0.155564339,0.030857477,0.140739429,0.260590325,0.124409681,0.074240896,0.168720226,0.254409752,0.259512805,0.340820195,0.188505584,0.462740117,0.416340071,0.141035784,0.231528863,0.064331115,0.341131953,0.297882454,0.157100498,0.371697507,0.186077139,0.567076665,-2.38494759311609,-1.8438064639234468,0.005120856225469298
GCA_000194625,0.234753809,0.127721963,0.270245178,0.239849606,0.960116255,0.197190715,0.225333505,0.297470816,0.25263357,0.538167796,0.467068791,0.205048833,0.264243314,0.143645307,0.184257522,0.287826788,0.354117658,0.05516204,0.219994689,0.231968159,0.206948944,0.308488922,0.376484171,0.254155361,0.251312654,0.33227877,0.220678702,-1.4202032795572237,2.3814538059233508,-1.1333167016865453
GCA_000200715,0.121770972,0.846844331,0.167195332,0.379628627,0.085646632,0.634450965,0.666497834,0.658593692,0.77872257,0.900490456,0.553559021,0.607118333,0.789611758,0.2107598,0.810313531,0.79896325,0.224612103,0.264060796,0.794516517,0.407531111,0.181995441,0.697245179,0.671742845,0.197029037,0.095049777,0.134887413,0.212119817,3.7919231909408726,2.048302449032913,3.635634798495844
GCA_000217715,,,0.958347744,0.702462998,0.747905893,0.714638014,0.488081213,0.816996086,,0.879919765,,,0.799621881,0.882627663,,1.0,0.890926871,,0.709902144,0.641784637,0.861872893,0.68396502,,0.896550591,,0.826200718,0.749052345,8.850243634163583,1.7348882072420437,-4.5157257540401785
GCA_000217995,0.351414811,0.101467561,0.300441766,0.313983187,0.561040038,0.259487442,0.255924883,0.31345697,0.331783172,0.62831001,0.448564776,0.462515641,0.465267431,0.41331007,0.233672057,0.416933519,0.457300979,0.103335459,0.323613502,0.29651741,0.440094104,0.521091982,0.763634338,0.324424216,,0.48035294,0.417909769,1.383127049071436,2.045699294450696,-0.617874229140525
GCA_000220175,0.137900496,0.852482357,0.168040438,0.797782048,0.09166987,0.732275339,0.792569924,0.806007858,0.922636526,0.974201755,0.6795032,0.712020751,0.784429458,0.21901603,0.966503478,0.940761601,0.310823289,0.258988032,0.951267106,0.404161307,0.194980338,0.743678333,0.928897437,0.207378234,0.112919374,0.121976959,0.189120042,6.015081407273232,3.2518624008446264,4.8942004088960305
GCA_000220355,,,0.146613027,0.102503318,0.090168636,0.26240888,0.148970783,0.0591574,,0.385511271,,,0.251761611,0.217816439,0.24131914,0.240885746,0.080016629,0.311906434,0.060166971,0.212544526,0.205054269,,,0.123021488,,0.122859045,0.056099369,-3.209158964358283,-0.02239128795271246,1.3035086460089849
GCA_000223395,0.288015258,0.638386924,0.464732372,0.143175831,0.197401201,0.840919881,0.045183724,0.172064794,0.972760331,0.341520228,0.261161703,0.23162881,0.16563948,0.84633669,0.744560161,0.315960209,0.559288998,0.669045136,0.174737649,0.37045362,0.099129982,0.631426994,0.698596521,0.267421572,,0.181394884,0.888754927,2.2593972300851717,-3.3938334479135603,2.387349835683592
GCA_000230735,,,0.94284806,0.678104174,0.768315458,0.736425961,0.499893786,0.830190617,,0.827907625,,,0.775519016,0.805028265,,0.967033724,0.868491985,,0.69789586,0.608308372,0.867350305,0.673578339,,0.817033292,,0.852211565,0.667688539,8.470039317211237,1.8291886817850074,-4.2710284651906045
GCA_000235565,0.552955025,0.124201206,0.278278954,0.288895778,0.570673308,0.256730897,0.241990937,0.358706069,0.296049984,0.829468324,0.441129446,0.406595283,0.381853695,0.387139353,0.221805755,0.419740567,0.443005055,0.080031947,0.336035773,0.352114163,0.384421146,0.411760203,0.752137789,0.340291124,0.390949555,0.439242854,0.350642622,1.3298409794718637,2.224873138284182,-0.6930115161129805
GCA_000243455,0.126827688,0.113470182,0.051394922,0.145279969,0.21511761,0.07785821,0.125434865,0.091996766,0.143331563,0.459435614,0.372095349,0.048478927,0.130568412,0.178175985,0.470451964,0.373452312,0.038679183,0.130884814,0.08237168,0.23030788,0.234848614,0.107597027,0.186142984,0.151724325,0.283800726,0.168347867,0.160337755,-4.454306353177683,0.9093910823734628,0.004842259337802662
GCA_000247545,0.421197506,0.36037168,0.330054374,0.153057696,,0.17207311,0.034823869,0.138195735,0.27190506,0.128651174,0.0775946,0.161896374,0.211939937,0.265086579,0.345678488,0.190345138,0.455496608,0.443513768,0.118245483,0.226661928,0.049251691,0.347711785,0.292862533,0.188423762,0.337660564,0.204805808,0.409219477,-2.521497972191813,-1.6641009382470584,-0.09240779632385322
GCA_000251105,0.058927842,0.067283112,0.281002739,0.287804971,0.462289136,0.257142817,0.269179501,0.323831391,0.319444974,0.529364052,0.381904412,0.35687291,0.438393081,0.404687189,0.270954702,0.365458349,0.60672225,0.077202143,0.30970737,0.301312938,0.367943977,0.372023497,0.689959111,0.359313953,0.344561675,0.382554353,0.341930845,0.38966148005810775,1.8472148877975203,-0.7130812296515489
GCA_000258425,0.243792054,0.548372171,0.607254896,0.128772736,0.210441286,0.397847895,0.04665554,0.167980257,0.319487502,0.283793408,0.191838406,0.223634355,0.195189878,0.60993628,0.389456027,0.223366363,0.54588908,0.6715433,0.139517102,0.425759015,0.143756935,0.525230753,0.402989805,0.232607683,,0.174904096,0.554172761,-0.2994088893133912,-2.556962697428507,0.27777429194660935
GCA_000264495,0.77012055,0.526215456,0.442230793,0.160295607,,0.514449409,0.039885712,0.165290661,0.433803956,0.33059994,0.290239406,0.282460252,0.190574192,0.718213299,0.56951499,0.354253358,0.384067516,0.627240566,0.179340246,0.55619423,0.21015111,0.546250661,0.563266493,0.323969483,,0.220520189,0.802446902,1.4529439457020208,-2.4772390778315407,0.5398676313536798
GCA_000270325,0.101886137,0.427733041,0.156869981,0.271516001,,0.143578264,0.165676342,0.230078478,0.159515246,0.13931605,0.119165801,0.109418072,0.443346273,0.295652806,0.272852568,0.074147891,0.168084705,0.260705134,0.120352692,0.129011972,0.087448979,0.331205247,,0.149946225,0.311783771,0.157755129,0.270768167,-3.331582469616875,-0.3662626920337533,0.7719813016840205
GCA_000308215,0.74330392,0.114101153,0.430372595,0.595619278,0.348505809,0.649068191,0.653956687,0.592614543,0.597585034,0.195023496,0.794022031,0.565230458,0.204924999,0.345638487,0.149138908,0.757632181,0.309596993,0.145721187,0.274249062,0.597992867,0.239373776,0.439740667,0.363506995,0.451330465,0.300671268,0.312103533,0.281300856,2.5699370049440398,4.036655055766662,0.47896369596585964
GCA_000317795,0.278727518,0.475692025,0.555974182,0.094586521,0.090590031,0.407106508,0.037623881,0.134217773,0.51255559,0.229810814,0.223621666,0.248484387,0.167563649,0.53732957,0.450184293,0.25246133,0.441464078,0.539980047,0.110306989,0.426960849,0.105096796,0.480992208,0.412989631,0.265482625,,0.131343573,0.516394671,-0.7369401995712828,-2.181431528027803,0.8975423495516489
GCA_000327485,0.571468844,0.064026452,0.652198816,0.598930383,0.499602658,0.578277009,0.466401039,0.662149172,0.742059717,0.634805975,0.16644162,0.572602923,0.694749846,0.409179035,0.143473666,0.343283594,0.682385943,0.085787937,0.811400789,0.770963409,0.880364399,0.616110531,0.83260023,0.583338386,,0.295539747,0.71115401,6.185744699707399,2.7484793000489747,-0.9181184010751638
GCA_000337215,,,1.0,0.695050089,0.747511118,0.72176545,0.495261335,0.83317409,,0.833445495,,,0.780642314,0.92330736,,0.929825157,0.867051207,,0.672280055,0.622499484,0.869915716,0.687860322,,0.803419619,,0.801745821,0.746291848,8.631390186316098,1.6315414122476641,-4.1260110797567995
GCA_000337255,,,0.540175036,0.492249762,0.405427751,0.474686456,0.370370283,0.539154,,0.679630537,,,0.574455345,0.614017109,,0.762285459,0.549802394,,0.554261759,0.44541445,0.657422657,0.507847423,,0.440729143,,0.50136078,0.456142338,3.8236644192616165,1.0913237756587066,-1.717439889585553
GCA_000337515,,,0.724817346,0.587887534,0.53203146,0.59663869,0.484175757,0.757043711,,0.736850063,,,0.702154903,0.731463733,,0.852374319,0.648719924,,0.665928832,0.546460335,0.757604582,0.623846875,,0.548964425,,0.57158687,0.613432078,6.112665179230476,1.6074917201796184,-2.3558438970328557
GCA_000337695,,,0.940375196,0.625943949,0.74381789,0.713310436,0.510178235,0.821744355,,0.84675597,,,0.807993559,0.842745599,,0.934973381,0.854280969,,0.686460167,0.62020224,0.871870055,0.663968714,,0.772272157,,0.579715233,0.629938585,8.041085806136943,1.7282446750484568,-3.53093118286104
GCA_000337775,,,0.633036248,0.470794344,0.427351572,0.53421816,0.411052251,0.529814733,,0.700464567,,,0.648573555,0.653237903,,0.844236788,0.653474476,,0.577197063,0.451128783,0.699510211,0.504491558,,0.460345233,,0.492122523,0.521307808,4.53531874785229,0.980961772652016,-2.0692807880100794
GCA_000380905,0.424782587,0.390637708,0.340669703,0.303536391,0.263780747,0.271751009,0.303269599,0.191617341,0.214549543,0.27311364,,0.206108896,0.454711677,0.371740198,0.334326672,0.198811348,0.252746405,0.235058551,0.301881988,0.558272228,0.19619276,,,0.281542246,0.482481982,0.30025353,0.624732824,-0.2922002965611971,0.18419677785860214,0.1925732094041832
GCA_000385565,0.243257562,0.1061739,0.242338122,0.2666998,0.892619068,0.204411988,0.214218406,0.289337209,0.220606516,0.562717169,0.471416576,0.200194942,0.252967813,0.149128675,0.087689689,0.270128268,0.348557356,0.098137664,0.191685386,0.230721577,0.194809724,0.297680598,0.349757385,0.243254756,0.241915781,0.362126846,0.19156097,-1.692571335552416,2.4415302935446292,-1.3263033125461074
GCA_000389735,0.261010593,0.477044738,0.699900022,0.180422377,0.286567014,0.396144947,0.069297342,0.175977065,0.500639638,0.160788986,0.039153381,0.249127735,0.17523095,0.230963836,0.596134174,0.30829847,0.524751878,0.561499978,0.13257271,0.675870178,0.13664891,0.579305164,0.434359337,0.24183666,0.593830378,0.172878505,0.570662486,0.16366473211750396,-2.0349269904614333,0.8136327690497613
GCA_000402355,0.557487944,0.418263738,0.055648996,0.034199831,0.30016891,0.287848601,0.118222585,0.148166347,0.149161792,0.189066165,,0.551407424,0.242857272,0.037059946,0.196253283,0.088737855,0.235019015,0.81690442,0.239474795,0.138288762,0.216991423,0.182201819,0.072641484,0.14388584,0.124257152,0.296003235,0.976508497,-2.322336450666209,-2.98083494889428,-0.9188947607838106
GCA_000402775,0.092370952,0.155114921,0.077350545,0.042840254,,,0.104960689,0.057777427,,,,,0.170090519,0.081859543,0.148176477,0.384680552,0.103010997,0.094800723,0.049117025,0.218821912,0.138182836,0.148708263,,,,,,-3.4611060863761445,0.7233865765835008,-0.655701916765661
GCA_000403645,,,0.558621424,0.470284826,0.428095894,0.519059181,0.444987145,0.566607789,,0.607622728,,,0.630997903,0.626175943,,0.803518722,0.612282335,,0.477315416,0.403409476,0.609928907,0.449708747,,0.350561002,,0.563396915,0.397440777,3.789164668544421,1.1474148391511678,-1.6266787626654065
GCA_000405245,,0.243512553,,,0.084847759,0.089232586,0.200593099,0.024467286,,,,,,,,0.212571039,0.047339599,0.289587863,0.14897138,0.16796696,0.123382381,0.087601676,0.048584723,,0.15356757,0.073518457,0.211610192,-3.1549594801998153,-0.2099293520774268,0.12429134753523118
GCA_000455345,,,0.547407651,0.690798176,0.735744983,0.717804724,0.492213998,0.808415511,,0.820267504,,,0.804694488,0.926392951,,0.96200465,0.853205036,,0.706117871,0.607800199,0.871662765,0.666200065,,0.939884417,,0.773724986,0.711161643,8.123090057875247,1.746611549751994,-4.140896038728567
GCA_000455365,,,0.547407651,0.708788151,0.750037511,0.744783977,0.496007898,0.830214611,,0.848239761,,,0.819902403,0.894388639,,0.940535514,0.909793508,,0.70215377,0.651078332,0.879689114,0.676120942,,0.808370379,,0.745171602,0.708908956,8.132755409713697,1.825250553385022,-3.859450334802107
GCA_000494185,0.055136509,,,0.273384185,,0.144016265,,,0.16194483,0.157517499,0.155437528,0.133194894,0.398293476,0.317235121,0.330095135,,,0.247790757,0.17839018,0.10370115,0.086857328,0.316568484,,0.173554822,,,0.314110682,-2.2055928422196747,-0.0478943395786485,0.1399299602907002
GCA_000494205,0.190159701,0.30698879,0.235642904,0.068595209,,0.144760658,0.028175615,0.085428344,0.132010957,0.086610505,0.102843274,0.178507592,0.253376043,0.222739013,0.350166772,0.020293091,0.335371694,0.317169468,0.038240227,0.159993815,0.059610791,0.344267205,0.214217605,,0.300063982,0.083033591,,-3.8931481717043326,-1.5497641788167884,-0.10580853975117996
GCA_000496135,0.209293373,0.074573659,0.220175293,0.199847533,,0.311866117,0.129046796,0.241089474,0.167259435,0.223492786,0.064655714,0.133296572,0.215067617,0.277339317,0.053958845,0.94771035,0.186085673,0.274333661,0.254330264,0.630162164,0.307593233,0.365201609,0.183330684,0.114505248,0.135208198,0.223109084,0.11307637,-2.5506132538542565,1.8358887405754343,-2.1126737597203835
GCA_000496235,,,0.431426374,0.416663406,0.365807472,0.531382845,0.377103506,0.421850728,,0.559567809,,,0.584090096,,,0.637059386,0.613237014,,0.499380036,0.418942099,0.690801029,0.371544284,,,,0.52205568,0.365354802,2.7208604522201583,0.7447933681790418,-1.4215270720186228
GCA_000513855,0.87910024,0.567994946,0.410763619,0.14512583,,0.494525859,0.049646197,0.180382809,0.512406331,0.30284691,0.309417263,0.294964506,0.199719354,0.675847246,0.521896601,0.340270736,0.35594792,0.574469154,0.174077444,0.588856543,0.225879487,0.555110602,0.702548945,0.304313269,0.638216838,0.222189667,0.619113466,1.7316297825389295,-2.017281359366319,1.4737766579893372
GCA_000517625,,,0.541589677,0.631439012,0.631747326,0.666326793,0.488331278,0.790529724,,0.800628464,,,0.758468471,0.832068123,,0.872062365,0.828347019,,0.680252675,0.555938462,0.817825556,0.662539679,,0.839988643,,0.678541592,0.702529969,7.248041859266385,1.538098436004837,-3.4354662863489636
GCA_000591035,0.320059237,0.809198892,0.553560727,0.126869653,0.112502505,0.433860472,0.044876108,0.147068785,0.739485823,0.331620818,0.278454241,0.23237087,0.172795499,0.694985554,0.500001526,0.295297979,0.550275369,0.667615463,0.195366009,0.416663004,0.115510209,0.633248456,0.569855213,0.272690628,0.624125881,0.173462664,0.682953274,1.3268434829622784,-3.064858368496971,2.077305270375812
GCA_000710615,,,0.468829499,0.524580391,0.418305265,0.593292767,0.404345707,0.576875005,,0.728967259,,,0.64893203,0.716674098,,0.765731655,0.599397668,,0.558937844,0.458164423,0.687679879,0.456484504,,0.466107062,,0.529705564,0.484242488,4.392769169026052,1.0732842517618415,-1.8901987337263735
GCA_000711905,0.325402995,0.132387585,0.279881122,0.278363331,0.405765892,0.246211502,0.217190792,0.319126536,0.218173744,0.549685026,0.43023002,0.335054134,0.397252222,0.372839182,0.244702102,0.322008618,0.4027227,0.11438875,0.240237712,0.313135671,0.268679519,0.330524392,0.336393786,0.257171285,0.298439333,0.353150062,0.25525613,-0.7550168156021402,1.5325254828479526,-0.7496242203698248
GCA_000723185,0.143234217,0.879354934,0.167402697,0.769175326,0.092317817,0.701888756,0.706129522,0.714490023,0.786388497,0.833438277,0.596184782,0.630866151,0.813848908,0.192291104,0.891976409,0.737985167,0.301071792,0.229272879,0.856963499,0.402141354,0.222198623,0.65960109,0.7913768,0.197170005,0.117589966,0.10889102,0.184197779,4.758251564564321,2.5166458696053295,4.403908755660959
GCA_000762265,0.120044122,0.295421551,0.177857179,0.168426119,0.164644443,0.07465945,0.128724478,0.124559691,0.132380979,0.680763064,0.59631632,0.093685407,0.160807034,0.157033258,0.870005995,0.790563083,0.072047463,0.088349034,0.349908499,0.494899127,0.148120718,0.191412031,0.43029505,0.262019,0.559226947,0.200660829,0.418177815,-1.6225334019611983,1.0724118676600547,0.6897684366617163
GCA_000765475,0.427774801,0.098533514,0.300119333,0.317340592,0.631512263,0.249012247,0.267481768,0.329565874,0.306729427,0.649750119,0.464977944,0.526784708,0.461836702,0.49292362,0.254493592,0.437590434,0.401064645,0.099963585,0.374920121,0.394207601,0.430475176,0.489666252,0.878439505,0.329449836,0.403397365,0.514895792,0.38839143,1.9180655599639815,2.3283137001650105,-0.56488756924357
GCA_000784355,0.61202528,0.091724899,0.588528077,0.462464973,0.400522197,0.455457231,0.42803516,0.598124967,0.605298409,0.644773428,0.131473857,0.481943688,0.697258239,0.367804325,0.127705952,0.362795595,0.633776978,0.103519299,0.666993543,0.650450454,0.796693268,0.654431989,0.730366368,0.624803628,0.673479766,0.285252773,0.710100871,5.204955490286981,2.115206587746139,-0.7159113106916593
GCA_000802205,0.083247027,0.68094462,0.146737478,0.733735325,0.141565803,0.388803229,0.553821504,0.462633453,0.437740085,0.579023633,0.564250131,0.487582339,0.800993052,0.215926979,0.704128366,0.419756369,0.26604858,0.288636597,0.400403027,0.289174727,0.284230028,0.795034297,0.497594435,0.190764419,0.101642275,0.213930357,0.187921131,1.7529737940683476,1.7674386346992537,2.9723928731703024
GCA_000813245,0.717420319,0.374949982,0.211179311,0.175922227,,0.221981214,0.036119701,0.149132109,0.141300518,0.141832446,0.093441812,0.147724578,0.242508617,0.335273299,0.334197725,0.126024431,0.447488348,0.386353003,0.067036255,0.204752677,0.048853186,0.54906343,0.35629026,0.140113386,0.299020008,0.172771653,0.132312681,-2.663558498404273,-1.1942646336393543,0.5709250828391914
GCA_000830275,0.581055375,0.39870032,0.055995997,0.034135313,0.241523004,0.258181367,0.116335456,0.158403276,0.135286044,0.17506231,,0.638098908,0.238802598,0.037421719,0.10850504,0.115179677,0.219401444,0.786605881,0.220502198,0.147984541,0.208123386,0.175585837,0.073300748,0.152626816,0.126605425,0.260503976,0.246650062,-3.1424589348749987,-1.846409736230549,-0.588043506098198
GCA_000830295,0.516084713,0.420403574,0.441993571,0.448015645,0.404049364,0.386886471,0.301529018,0.293177409,0.285051557,0.476899417,,0.286590252,0.382660286,0.453877056,0.3297639,0.327882635,0.259047129,0.458219204,0.396495779,0.333598548,0.290286015,0.470224112,0.337386115,0.334051775,0.443774252,0.373503753,0.519045742,1.2229207695684559,0.08355195360063641,-0.07083647389862158
