name,COG0051,COG0087,COG0088,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0097,COG0185,COG0186,COG0197,COG0198,COG0200,COG0256,PCA_Score1(0.40147826593283),PCA_Score2(0.10586153649689446),PCA_Score3(0.08006198643044722)
GCA_000145985,0.403191326,0.610200557,0.425201578,0.24373669,0.124410364,0.204214927,0.199443234,0.478761535,0.600443907,0.345683136,0.482620508,0.571032403,0.4058803,0.424995897,0.413030999,0.475176147,1.8386594119710713,-0.9525827783866296,2.5983490585868823
GCA_000151105,0.069188874,0.183954465,0.260507675,0.379393833,0.149715619,0.021967091,0.048812815,0.439315539,0.393229204,0.387394305,0.199482857,0.08490716,0.153334347,0.26830931,0.133244439,0.433777445,-2.1538031708069565,-1.3338822017139589,1.3867318801697621
GCA_000166095,0.126288898,0.123087046,0.324976349,0.312322073,0.437673048,0.096444856,0.143273231,0.146717959,0.601233875,0.437018681,0.227970663,0.161198421,0.399485347,0.14637365,0.109258466,0.322772374,-1.657677990273675,-0.39924063289852263,0.47613089455279084
GCA_000191585,0.183739499,0.116548084,0.489607129,0.619265496,0.569076293,0.162361421,0.173062704,0.18124729,0.861347092,0.507124042,0.233827651,0.252517083,0.506489925,0.117969316,0.14569759,0.238657975,-0.13554260514040428,-0.766373926006007,-0.3393185502958373
GCA_000193375,0.236254192,0.260590325,0.371311503,0.124409681,0.074240896,0.168720226,0.254409752,0.259512805,0.340820195,0.230000958,0.428311894,0.642191369,0.21250845,0.348763266,0.429201817,0.35894634,-0.546871636105298,-1.2608715952392417,2.182871401440296
GCA_000194625,0.270245178,0.25263357,0.168109963,0.538167796,0.467068791,0.205048833,0.264243314,0.143645307,0.184257522,0.28784737,0.21891842,0.24122914,0.255874359,0.112300367,0.686633257,0.302089186,-0.9798502861499474,0.6566776341792755,-0.2598663143029211
GCA_000200715,0.167195332,0.77872257,0.330790275,0.900490456,0.553559021,0.607118333,0.789611758,0.2107598,0.810313531,0.607856163,0.20415067,0.07638443,0.210599033,0.65134277,0.693684214,0.784586507,4.413543043617449,0.4675070452245769,1.140163074676649
GCA_000217715,0.958347744,,,0.879919765,,,0.799621881,0.882627663,,,0.543766547,0.795264516,,,,,3.6519530124935353,-0.9787561391229963,-2.6347533751778545
GCA_000217995,0.300441766,0.331783172,0.309173377,0.62831001,0.448564776,0.462515641,0.465267431,0.41331007,0.233672057,0.243262729,0.042612233,0.473910934,0.623596777,0.120478798,0.631007313,0.450413969,1.152821680586772,-0.4192587560146606,-1.3340974781241555
GCA_000220175,0.168040438,0.922636526,0.360316295,0.974201755,0.6795032,0.712020751,0.784429458,0.21901603,0.966503478,0.749065556,0.201071783,0.08543215,0.20083865,0.837791605,0.764126269,0.890765827,6.030180974113156,1.0796193000656504,1.655485649700611
GCA_000220355,0.146613027,,,0.385511271,,,0.251761611,0.217816439,0.24131914,,0.072838226,,,0.505683521,,,-0.6738320342314186,0.04825414179599837,0.6753961539510734
GCA_000223395,0.464732372,0.972760331,0.739051905,0.341520228,0.261161703,0.23162881,0.16563948,0.84633669,0.744560161,0.549402575,0.624249755,0.739705035,0.661304933,0.389596901,0.840399901,1.0,6.2216409122435685,-1.6055191430857667,3.9835792546235878
GCA_000230735,0.94284806,,,0.827907625,,,0.775519016,0.805028265,,,0.508143636,0.817452506,,,,,3.4177531308060263,-0.9684153578908953,-2.5204729226456393
GCA_000235565,0.278278954,0.296049984,0.187198424,0.829468324,0.441129446,0.406595283,0.381853695,0.387139353,0.221805755,0.272382157,0.006113541,0.376203766,0.418949701,0.083273009,0.432045118,0.365893097,0.004444774540756118,-0.39887345648015116,-2.209093132263718
GCA_000243455,0.051394922,0.143331563,0.219160736,0.459435614,0.372095349,0.048478927,0.130568412,0.178175985,0.470451964,0.507615392,0.198699179,0.182576158,0.166866211,0.143705081,0.130357409,0.340454029,-2.1247095316131217,-0.5225072155216125,0.21776057025251577
GCA_000247545,0.330054374,0.27190506,0.341831487,0.128651174,0.0775946,0.161896374,0.211939937,0.265086579,0.345678488,0.205267814,0.506351707,0.650555437,0.243522852,0.376820549,0.392903044,0.421134519,-0.28040765531091255,-1.1280063167247054,2.3237397456479316
GCA_000251105,0.281002739,0.319444974,0.162646552,0.529364052,0.381904412,0.35687291,0.438393081,0.404687189,0.270954702,0.219955237,0.042632642,0.38999664,0.414395144,0.162971293,0.49993957,0.309469988,-0.15458561873318194,-0.14370051177881862,-1.2154111227152515
GCA_000258425,0.607254896,0.319487502,0.46928996,0.283793408,0.191838406,0.223634355,0.195189878,0.60993628,0.389456027,0.353218097,0.310670985,0.315332973,0.342641418,0.361994924,0.4212821,0.507715707,1.152472495393519,-1.1480232890609616,1.4684368632083553
GCA_000264495,0.442230793,0.433803956,0.596938014,0.33059994,0.290239406,0.282460252,0.190574192,0.718213299,0.56951499,0.420579759,0.573908828,0.700462249,0.385924269,0.414125167,0.560443344,0.602004869,3.2093622770648174,-1.167468489226492,2.2668148597508564
GCA_000270325,0.156869981,0.159515246,0.267907346,0.13931605,0.119165801,0.109418072,0.443346273,0.295652806,0.272852568,0.203970375,0.279790804,0.152492944,0.131385925,0.041957752,0.221661006,0.161385099,-2.82719037287481,-0.9990332925094011,0.31452285896493737
GCA_000308215,0.430372595,0.597585034,0.042708252,0.195023496,0.794022031,0.565230458,0.204924999,0.345638487,0.149138908,0.497549889,0.688347447,0.234023264,0.392592041,0.344106296,0.655155856,0.098531361,1.409389220424507,5.207031203966279,0.34883667980981425
GCA_000317795,0.555974182,0.51255559,0.527124849,0.229810814,0.223621666,0.248484387,0.167563649,0.53732957,0.450184293,0.357084895,0.40946492,0.554310951,0.314584303,0.067180628,0.268651403,0.340584579,0.825196359937909,-1.1294945403047816,0.48975047940260424
GCA_000327485,0.652198816,0.742059717,0.54155827,0.634805975,0.16644162,0.572602923,0.694749846,0.409179035,0.143473666,0.215982021,0.093051083,0.868088399,0.554202634,0.147203259,0.58678004,0.791568928,3.6842993877402375,-2.4548225586114594,-0.96182265377261
GCA_000337215,1.0,,,0.833445495,,,0.780642314,0.92330736,,,0.532965164,0.884895287,,,,,3.7956548377762984,-1.0451507710442507,-2.714313617909674
GCA_000337255,0.540175036,,,0.679630537,,,0.574455345,0.614017109,,,0.415283595,0.484620137,,,,,1.5441894954811453,-0.4604362099801449,-1.1874248332855994
GCA_000337515,0.724817346,,,0.736850063,,,0.702154903,0.731463733,,,0.496967938,0.827348064,,,,,2.7627431267578944,-0.8612870894200596,-1.958492712215468
GCA_000337695,0.940375196,,,0.84675597,,,0.807993559,0.842745599,,,0.56606357,0.812727382,,,,,3.5936092187563142,-0.9177520789355427,-2.5072301968534503
GCA_000337775,0.633036248,,,0.700464567,,,0.648573555,0.653237903,,,0.438520442,0.648258498,,,,,2.1029220277362572,-0.6745363874710868,-1.5867827413189737
GCA_000380905,0.340669703,0.214549543,0.273675522,0.27311364,,0.206108896,0.454711677,0.371740198,0.334326672,0.227194315,0.176142255,0.348757186,0.182709979,0.205837592,0.135155455,0.279619432,-1.235698033202626,-0.7086643412114225,-0.7124316726996355
GCA_000385565,0.242338122,0.220606516,0.185909906,0.562717169,0.471416576,0.200194942,0.252967813,0.149128675,0.087689689,0.28427769,0.209563594,0.250606054,0.261812274,0.133273354,0.665931864,0.293021334,-1.1626013903547257,0.6455634624869426,-0.3365045076004881
GCA_000389735,0.699900022,0.500639638,0.371246058,0.160788986,0.039153381,0.249127735,0.17523095,0.230963836,0.596134174,0.315685635,0.481592731,0.306255342,0.284014526,0.440972379,0.261570988,0.526472386,0.9368817081796325,-0.8584776396753302,2.664475274159158
GCA_000402355,0.055648996,0.149161792,0.16999904,0.189066165,,0.551407424,0.242857272,0.037059946,0.196253283,0.102499065,0.358841186,,0.178919755,,,0.040224718,-2.3851796155983944,1.3262224077249076,0.16162740931156808
GCA_000402775,0.077350545,,,,,,0.170090519,0.081859543,0.148176477,0.102866569,,,0.205335845,,0.13011625,0.138540376,-2.4443217618203046,0.25932230848654975,0.10472713606097321
GCA_000403645,0.558621424,,,0.607622728,,,0.630997903,0.626175943,,,0.409892454,0.527253726,,,,,1.6359154490975543,-0.48226050572517976,-1.2222919470155253
GCA_000405245,,,,,,,,,,,,,0.094107703,,0.011053918,,-0.8173320820360424,-0.35890693567491544,-0.6179259122649212
GCA_000455345,0.547407651,,,0.820267504,,,0.804694488,0.926392951,,,0.542082885,0.849536192,,,,,3.0458223354636997,-1.066555775125934,-2.1159465965098834
GCA_000455365,0.547407651,,,0.848239761,,,0.819902403,0.894388639,,,0.535225243,0.823080517,,,,,3.0131727958169567,-1.076488378367589,-2.1515962414474954
GCA_000494185,,0.16194483,0.277647085,0.157517499,0.155437528,0.133194894,0.398293476,0.317235121,0.330095135,0.163614427,0.328152473,0.168396578,0.119137428,0.093805473,0.137422941,0.149885798,-2.4610940682595914,-0.8698602189773853,0.10701079447859224
GCA_000494205,0.235642904,0.132010957,0.226027381,0.086610505,0.102843274,0.178507592,0.253376043,0.222739013,0.350166772,0.205836745,0.328347407,0.276816931,0.136579372,0.114123405,0.152346405,0.250154242,-2.666852221985008,-0.8872390679437483,0.7501310201329917
GCA_000496135,0.220175293,0.167259435,0.115317135,0.223492786,0.064655714,0.133296572,0.215067617,0.277339317,0.053958845,0.16860119,0.486402234,0.18874015,0.917466849,0.54990538,0.777335987,0.159377834,-0.44911272361044385,1.2394203955878602,3.202814170828894
GCA_000496235,0.431426374,,,0.559567809,,,0.584090096,,,,0.398097459,0.584811442,,,,,1.0594295783052987,-0.4176445134367593,-0.8142826825114231
GCA_000513855,0.410763619,0.512406331,0.661184716,0.30284691,0.309417263,0.294964506,0.199719354,0.675847246,0.521896601,0.443295194,0.495204889,0.631174878,0.524140782,0.462120634,0.573271105,0.722133493,3.586196997726737,-1.2279582281515913,2.675676349753496
GCA_000517625,0.541589677,,,0.800628464,,,0.758468471,0.832068123,,,0.518121839,0.82490052,,,,,2.76631334763221,-0.9942766920740853,-1.9594136961357076
GCA_000591035,0.553560727,0.739485823,0.483301769,0.331620818,0.278454241,0.23237087,0.172795499,0.694985554,0.500001526,0.394903004,0.482787221,0.703815003,0.537918652,0.299477406,0.622301261,0.48305,3.2985831059351804,-0.4748959911968651,1.721930094092373
GCA_000710615,0.468829499,,,0.728967259,,,0.64893203,0.716674098,,,0.429959556,0.686393911,,,,,1.9872309947198075,-0.8130233993190717,-1.5376219289291975
GCA_000711905,0.279881122,0.218173744,0.154410283,0.549685026,0.43023002,0.335054134,0.397252222,0.372839182,0.244702102,0.237505325,0.126642226,0.353385337,0.320569231,0.103274632,0.482024379,0.387605358,-0.4883774545943238,-0.1213810175311278,-1.2940855613450948
GCA_000723185,0.167402697,0.786388497,0.379937808,0.833438277,0.596184782,0.630866151,0.813848908,0.192291104,0.891976409,0.650016756,0.198490962,0.153081744,0.218565292,0.7619867,0.679560461,0.799246979,4.957361323028492,0.5206550799947628,1.49972960576889
GCA_000762265,0.177857179,0.132380979,0.503059732,0.680763064,0.59631632,0.093685407,0.160807034,0.157033258,0.870005995,0.621892644,0.250395393,0.281863987,0.505209974,0.157309563,0.131241522,0.266369436,0.20761127071677682,-0.7529171119961547,-0.18134403024143234
GCA_000765475,0.300119333,0.306729427,0.23457855,0.649750119,0.464977944,0.526784708,0.461836702,0.49292362,0.254493592,0.279385113,0.03512705,0.479997506,0.610354546,0.104647136,0.662188017,0.478812962,1.3749378006432142,-0.166960476363491,-1.626491301435514
GCA_000784355,0.588528077,0.605298409,0.456183444,0.644773428,0.131473857,0.481943688,0.697258239,0.367804325,0.127705952,0.173940733,0.132063813,0.866059048,0.550593228,0.168811709,0.670297316,0.875777426,3.2717578586235656,-2.6664632007034004,-0.5329388113385175
GCA_000802205,0.146737478,0.437740085,0.33165776,0.579023633,0.564250131,0.487582339,0.800993052,0.215926979,0.704128366,0.393655057,0.179718983,0.041930768,0.204306653,0.491742158,0.345274128,0.46879015,1.5117101703091285,0.2623953723777911,0.03502624095955041
GCA_000813245,0.211179311,0.141300518,0.378381053,0.141832446,0.093441812,0.147724578,0.242508617,0.335273299,0.334197725,0.2611304,0.334295069,0.554372022,0.22336292,0.279544012,0.375240768,0.406199352,-0.9673363906733937,-1.6388241773488226,1.7153960463762055
GCA_000830275,0.055995997,0.135286044,0.161034182,0.17506231,,0.638098908,0.238802598,0.037421719,0.10850504,0.135298494,0.399149074,,0.201321905,,,0.081854961,-2.2244667662630855,1.636878491351889,0.14420935658239378
GCA_000830295,0.441993571,0.285051557,0.260383777,0.476899417,,0.286590252,0.382660286,0.453877056,0.3297639,0.286262143,0.150944347,,0.182493441,,,0.202821974,-0.23854678363102635,-0.29529276390221176,-0.8762294092797952
GCA_000965745,0.201282852,0.193837833,0.127746512,0.215395236,0.058758537,0.130959529,0.227324064,0.235999263,0.049821301,0.146636842,0.488274114,0.155275867,0.84407066,0.682133617,0.827233841,0.127407079,-0.41187905502944255,1.4271018781598424,3.759412088356214
GCA_000966265,0.064308265,0.115648377,0.241586092,0.32118811,0.130936792,0.049786363,0.056861048,0.403142477,0.368198025,0.43584466,0.155582752,0.106416499,0.160071453,0.221402005,0.108330134,0.352128705,-2.5562063326040567,-1.2236246204195655,1.0737911639972073
GCA_001006045,0.266218,0.232959678,0.164318238,0.512784247,0.43294193,0.194842087,0.252549408,0.108587498,0.137264887,0.295198163,0.192176238,0.242056817,0.25335364,0.07128591,0.550845163,0.295440794,-1.510752133238411,0.45067891293812434,-0.5349839812493172
GCA_001282785,0.441487118,,,0.606786043,,,0.611388694,0.620496777,,,0.368073026,0.65195609,,,0.297440528,,1.4517493403026123,-0.7265682706906884,-1.3159242068498824
GCA_001399795,0.506524715,0.477957664,0.515713514,0.225501234,0.516873036,0.465743979,0.58360793,0.69802578,0.657280957,0.510874029,0.524664835,0.683703065,0.471892061,,0.55862921,0.311369336,3.7558992464378345,0.4004173973850618,0.21813585491490634
GCA_001399805,0.599479249,0.497016379,0.55867058,0.226032919,0.414534664,0.467603832,0.674578988,0.675559836,0.580131115,0.457906309,0.567972696,0.595548264,0.427942702,0.262108539,0.407434949,0.319298216,3.4949432997502727,-0.02494728831511593,0.15387908226579602
GCA_001412355,0.641922704,0.696663237,0.53335956,0.640064929,0.156003082,0.532690122,0.683168097,0.423949747,0.147302073,0.219319622,0.125701954,0.817323596,0.657047419,0.170725933,0.778998444,0.880532524,4.10638140278067,-2.422276645949284,-0.2801810448005685
GCA_001443365,0.167937807,0.808611294,0.358881727,0.92871109,0.636658702,0.689785349,0.833961881,0.215775355,0.818672994,0.688309858,0.196573309,0.114084386,0.2022083,0.795736308,0.758072289,0.731511108,5.230683954165367,1.083626649122742,1.2455429548647101
GCA_001462205,0.516732575,,,0.631000306,,,0.607604809,0.554918492,,,0.367287785,0.609968843,,,,,1.5161079636006907,-0.6379559268731677,-1.288903400274771
GCA_001462395,0.488876676,1.0,0.807952571,0.34879185,0.238398793,0.256395779,0.187539883,0.760772105,0.797553539,0.570417279,0.76465858,0.783587594,0.730350716,0.398621214,0.811006417,0.756312992,6.3955338284286265,-1.1517024935043634,4.119558447194038
GCA_001469955,0.498802214,,,0.636414995,,,0.670761014,0.665698465,,,0.468084284,0.791129266,,,,,2.0736741406178787,-0.7567251985659351,-1.4260858400690264
GCA_001552015,,0.008539026,0.488751129,0.091128113,,,0.255844686,0.036797787,,0.094245691,0.271245467,0.361684508,0.301537968,0.050085268,,0.179239577,-2.0539711170926918,-0.7270995476749567,0.11457518613543395
GCA_001560605,0.705363365,0.504427709,0.423913513,0.191232134,0.043980681,0.215761413,0.178201112,0.184867406,0.653674877,0.278471093,0.454070059,0.301810528,0.319837861,0.466444455,0.231238277,0.573575912,1.0268523008158161,-1.2784183887278573,2.8049027769353696
GCA_001563325,0.13589052,0.162503182,0.283209288,0.130685789,0.431187544,0.097850323,0.391699511,0.914039298,0.588922214,0.119428766,0.214503966,0.0999107,0.169073864,0.20484497,0.277447955,0.084481729,-1.4853217533298608,-0.36876078507351534,-0.12540632733835944
GCA_001571405,0.536551054,0.731845189,0.529630431,0.650781087,0.13425786,0.551869413,0.64238384,0.393926055,0.122624644,0.203659076,0.141997346,0.690314375,0.557712717,0.174621396,0.744690103,0.858313104,3.502170334094366,-2.2560813853422665,-0.008805955823193403
GCA_001587575,0.097459144,0.046409958,0.153850477,0.35822987,0.270270841,0.050565513,0.06520329,0.209824757,0.297768002,0.182316609,0.161217351,0.063059587,0.137076123,0.139583645,0.104045005,0.129081489,-3.9273924131395583,-0.4268103343209279,-0.0007804965305567149
GCA_001593935,0.393704374,0.422088267,0.435341396,0.211672704,0.398087048,0.316213959,0.473832416,0.540248752,0.483227728,0.405168308,0.432170386,0.555037813,0.372523998,0.272979206,0.454643057,0.328243997,1.7706712617849578,-0.04004042441560389,0.6176209590454875
GCA_001595885,0.309141349,,,0.182734364,0.403455476,0.514186289,0.235420263,0.278409281,0.11400593,0.303620306,0.659591792,0.242045427,0.365854784,0.218454388,,0.101244104,-0.5338937644922224,2.141388558020123,0.6060906695409436
GCA_001595945,,0.686373029,0.058500444,0.06146962,0.884803977,0.845167054,0.195550868,0.257014,0.248281532,0.21617097,0.295953658,,0.338574616,0.289767756,,0.063718246,0.2102501377263056,4.635685312167501,-1.397805160104048
GCA_001639265,0.190289773,0.117983552,0.483140074,0.773380402,0.583828932,0.171585036,0.174045434,0.156720062,0.850624511,0.583856522,0.238403192,0.29047311,0.507439517,0.115387475,0.140510195,0.272643166,0.25114427141575923,-0.8295235937841766,-0.6480408764786989
GCA_001639295,0.194051811,0.118266329,0.419721525,0.685029337,0.592462523,0.103299061,0.172112097,0.179641364,0.950163138,0.605107646,0.258093074,0.291550987,0.509186424,0.046676443,0.133018016,0.235083486,0.028902904555311828,-0.6887281445209459,-0.677383086991095
GCA_001717035,0.276026753,0.192481694,0.262705279,0.079810869,0.179976071,0.198295135,0.335358214,0.243058424,0.331124729,0.121973651,0.396858482,0.084405307,0.170723516,,0.173248153,0.180446339,-2.350635299949306,-0.13881790920006146,1.1402292251034862
GCA_001723845,0.057642022,0.026073791,0.292002565,0.06660786,0.102650462,0.28157643,0.1582967,,0.154362909,0.123608429,0.141722138,0.316050837,0.165240391,0.109922677,0.042646934,0.216333354,-3.570213619549573,-1.312364469558023,0.10248864904129716
GCA_001723855,0.043834355,0.06137777,0.182203265,0.075570262,,0.324389075,0.115453253,0.098155941,0.157025702,0.103487063,,0.306094763,0.15108331,,,0.398085718,-2.814830652819163,0.32629106502276634,1.057082116843641
GCA_001761425,0.132715771,,,0.397377813,,,0.267226689,0.248886803,0.145132862,,0.129905358,0.075059135,0.122463645,,,,-1.7509439101262627,0.18310981530736103,0.15424155706861767
GCA_001766815,0.260544288,0.182090175,0.180565025,0.535381663,0.477995451,0.356731454,0.389762575,0.300120707,0.215763283,0.21633524,0.024650666,0.34019725,0.380286899,0.087867001,0.363245182,0.490584262,-0.791348395587873,-0.4214293613322713,-1.6408343985441733
GCA_001767315,0.445022715,,,0.608859676,,,0.68045959,0.592565168,,,0.395947894,0.679313382,,,,,1.6453584915621093,-0.7172933305708366,-1.303097045460041
GCA_001775995,0.25072884,0.213585532,0.236558295,0.202631351,0.188721486,0.349502375,0.528509201,0.392867074,0.502821747,0.271697252,0.366415016,0.262913598,0.308408398,0.136528741,0.231753735,0.195474515,-0.8060602570484912,-0.35871188593795034,0.06136101145289522
GCA_001784635,0.169960414,0.039491901,0.175568849,0.179670799,,0.266233562,0.16110219,0.234069994,0.132553959,0.038794672,0.164639457,0.050743604,0.132925075,0.12774888,,0.222596864,-3.49303444658104,0.2376505150900599,-0.053476710550239365
GCA_001786395,0.438648775,0.305104885,,0.379138457,,0.437907111,0.519718948,0.482097962,,0.21271305,0.336294546,,0.407375457,0.361238689,,0.474443752,1.1480242543676349,-0.20144873838929608,-0.004333067793409008
GCA_001800815,0.380939588,0.433865286,0.037363579,0.163082539,0.597857858,0.604587758,0.254202833,0.305823076,0.11354145,0.366198143,1.0,0.220548044,0.343644301,0.296443798,0.467855429,0.109425539,0.6043455375435189,4.690195494950912,0.8335880210861372
GCA_001861355,0.955033443,,,0.849182936,,,0.819902403,0.858693569,,,0.557610679,0.801917393,,,,,3.63408996739479,-0.9348673255525295,-2.565105520257892
GCA_001871415,0.512949943,0.241928901,0.212717646,0.327414884,0.2552416,0.326522109,0.479240705,0.458256845,0.282385627,0.259911411,0.20658377,,,,0.167156626,0.181496623,-0.4080259306227482,-0.23419207076599918,-0.9495439287434453
GCA_001871475,0.299339907,0.198765623,0.53155107,0.175714447,,0.64915939,0.401251857,0.211009333,0.515857569,0.25227942,0.510212614,,0.494665109,,,0.245942024,0.7209129296377718,0.26763301646637483,0.841072707997272
GCA_001871535,0.310108007,0.233801693,0.614835934,0.119079061,,0.493536222,,,,,0.42869452,,0.419022501,,,0.188111814,0.4474273269154923,-0.0710576873271676,0.7968255014540344
GCA_001871595,0.284740844,0.162557582,0.303015855,0.071272531,,0.467035435,0.410427821,0.246737974,0.210030197,0.203513758,0.288931415,,0.450706404,,,0.147858433,-0.9031355950179585,0.7114172732338464,0.09173660109121562
GCA_001872315,0.539740221,0.297500297,,0.41275983,,0.409588829,0.593849471,0.707559344,0.563660007,0.245898947,,,0.395798924,0.362182873,,0.395149426,1.8338471186175234,-0.5101206511404672,-0.45065987987081646
GCA_001875425,0.257761957,,,,,,,0.301682917,0.108597193,0.3617713,,,0.301619737,,0.290295635,0.145198182,-0.7355540475724393,0.5755580206488743,-0.22532210984758225
GCA_001914405,0.1156534,0.124987793,,0.525736742,0.375931374,,0.293867848,0.273055227,0.088002658,,0.179593189,0.157630924,0.240725008,0.025843722,0.31488213,0.146851957,-2.170378813552791,0.026917366459036963,-1.1550625387566942
GCA_001940645,0.095518718,0.105056217,0.171392597,0.173161232,0.12959519,0.110122322,0.081366315,0.14049908,0.305788972,0.162343089,0.132441542,0.017494228,0.158628436,,,0.194804495,-3.5622384611144655,-0.42096938885831975,1.5115377247330315
GCA_001940655,0.059646286,0.119931481,0.210974418,0.077266032,0.295748865,0.058046524,0.300399994,0.172112184,0.307422961,0.181024448,0.224607332,0.097771341,0.300795292,,,0.011920161,-3.061043593794051,0.3724331593547567,1.0689253367039075
GCA_001940665,0.216166637,0.125406334,0.218214701,0.036935244,0.195934646,0.07267924,0.127545917,0.287572551,0.372512084,0.230602764,0.316546634,0.182928935,0.091050342,0.15736822,0.14885311,0.16740577,-3.1014425247459356,-0.3741159593329298,0.9971348409008719
