Unnamed: 0,l10e_ar_10addID.VAEtxt,l10_ar_10addID.VAEtxt,l11_ar_10addID.VAEtxt,l12e_ar_10addID.VAEtxt,l13_ar_10addID.VAEtxt,l14_ar_10addID.VAEtxt,l15e_ar_10addID.VAEtxt,l18e_ar_10addID.VAEtxt,l18_ar_10addID.VAEtxt,l19e_ar_10addID.VAEtxt,l1_ar_10addID.VAEtxt,l21e_ar_10addID.VAEtxt,l22_ar_10addID.VAEtxt,l23_ar_10addID.VAEtxt,l24_ar_10addID.VAEtxt,l2_ar_10addID.VAEtxt,l30_ar_10addID.VAEtxt,l37ae_ar_10addID.VAEtxt,l3_ar_10addID.VAEtxt,l44e_ar_10addID.VAEtxt,l4_ar_10addID.VAEtxt,l5_ar_10addID.VAEtxt,l6_ar_10addID.VAEtxt,l7ae_ar_10addID.VAEtxt,s10_ar_10addID.VAEtxt,s11_ar_10addID.VAEtxt,s12_ar_10addID.VAEtxt,s13_ar_10addID.VAEtxt,s14_ar_10addID.VAEtxt,s15_ar_10addID.VAEtxt,s17e_ar_10addID.VAEtxt,s17_ar_10addID.VAEtxt,s19e_ar_10addID.VAEtxt,s19_ar_10addID.VAEtxt,s27ae_ar_10addID.VAEtxt,s27e_ar_10addID.VAEtxt,s28e_ar_10addID.VAEtxt,s2_ar_10addID.VAEtxt,s3ae_ar_10addID.VAEtxt,s3_ar_10addID.VAEtxt,s4e_ar_10addID.VAEtxt,s4_ar_10addID.VAEtxt,s5_ar_10addID.VAEtxt,s6e_ar_10addID.VAEtxt,s7_ar_10addID.VAEtxt,s8e_ar_10addID.VAEtxt,s8_ar_10addID.VAEtxt,s9_ar_10addID.VAEtxt,PCA_Score1(0.359711779588953),PCA_Score2(0.11680296690614962),PCA_Score3(0.07413779328797682)
p__Undinarchaeota__s__UBA543_sp002502135__GB_GCA_002502135,0.0837360944179635,0.1521855196716814,0.3374080998475852,0.2082484597312377,0.1276124593378321,0.1031135403676603,,0.0413347091466766,0.0195972468665356,0.0285280577166404,0.0774702879738075,0.1211857703798956,0.0616032660078588,0.0251034107414273,0.2708443755512921,0.1026016397058856,0.177788274923673,0.0512215622144001,0.0701473115750509,,0.0822711654038214,0.0533138701017443,0.233939599963112,,0.086750149330967,0.0734263524907498,0.2491304891723848,0.0651107597910212,0.1378941834037295,0.0329437400624074,0.1175873784434891,0.0241069437509035,0.1654857836670554,0.039331045142598,,,0.1613299535689846,0.0338054078462805,,0.0095035279948563,0.0260166524954887,0.233699741339431,0.2126958075574119,0.1063081745478404,0.0496946076247985,0.2644256466256435,0.1855682250879279,0.0978633520363664,-4.651160278187012,-0.6225034915096317,0.02455845005083122
p__Micrarchaeota__s__DTNL01_sp011358645__GB_GCA_011358645,0.1669543117370455,0.0514024892148187,0.0320725422769172,0.2063253412710279,0.0400667410377811,0.3184276948168838,0.1829103508983232,0.0297902729924528,0.1103884097689519,0.3732860008742553,0.5360695797033873,0.2216992694460152,,0.0215670291656907,0.0874594586513755,0.090852974088627,0.0977415545789088,0.3452788610297486,0.0684813123729344,0.445824909760398,0.27114326123601,0.1564875000711705,0.0136730665102889,0.0224250647176199,0.835043248409863,0.170831171141475,0.3785668732760519,0.098655655575987,0.2270262531021409,0.0454978884108885,,0.1655100827182495,0.2296612060748767,0.2426206910903784,0.2181113261898033,0.0863426839172587,0.6398412698880884,0.0707073222886038,0.0351361020226926,0.9560145457595638,0.0529229894686551,0.3378750380964166,0.6515152060422894,0.0838317910111048,0.6308382349320716,0.6046881069165195,0.1088598819139901,0.2561932268016955,-1.6539931119112925,0.964812362040662,2.4076486411212055
p__Halobacteriota__s__Ferroglobus_placidus__RS_GCF_000025505,0.3873950334068748,0.2900108393032493,0.102033324730804,0.2787463628266984,0.1207354519732604,0.1618847073473809,0.1237270555335043,0.1438899849125098,0.2160530887533839,0.2792545465551975,0.3648179830299843,0.2210440420503416,0.3104531113620651,0.0473585483291579,0.1274359048802583,0.2152533712087025,0.508852137110396,0.1656756572077866,0.3007218896477062,0.3560634773025497,0.2902811318446696,0.0991425933544887,0.4407059632372642,0.2642198757282787,0.3726084901031572,0.1359675748173546,0.4005793405776867,0.1809755322460817,0.4976956357425067,0.3361132091952183,0.4394571892867264,0.2388387381771478,0.3140182098431747,0.0297321683314462,0.2308450229770062,0.2195243296470844,0.5052256380401766,0.1800006015593512,0.1440774388345732,0.1822993656051937,0.3536931102073515,0.1578154269561662,0.2513383829760166,0.0847239679450225,0.3462987523319017,0.1292898473865322,0.2094194267537239,0.0841399020470495,-0.17446566471735644,-1.1252100018311102,-1.3812892495813556
p__Micrarchaeota__s__CABMDW01_sp902385045__GB_GCA_902385045,0.2842035266951053,0.046542629063979,0.174107427157377,0.1335030047904364,0.1371444470785863,0.490777127587986,0.3806379206204593,0.1990618139683385,0.032051658728245,,0.3359930098382627,,,0.0636847535832922,0.0650408754476018,0.0854642529297238,0.2331095848468297,0.1400324729063674,0.0337463575326342,,0.1917562470996833,0.1548476796743116,0.1605731491795564,0.1083128003742106,0.7052936005857278,0.1712332117258106,0.5926243659130621,0.044650602627063,0.2777296044046056,0.1423911869633873,,0.1417250154008953,0.3170386140542152,0.181048687186587,0.1430177740910293,,0.4842046399511385,0.0410597176400046,,0.4843902542537548,0.1058032574911947,0.3136065113030776,0.4600018322061976,0.199815112485578,0.6026943900818301,0.6386585676737997,0.32539833041877,0.2989981608547778,-0.7678209475789809,0.9397229193474538,1.56139277396904
p__Halobacteriota__s__Methanoculleus_sp002839645__GB_GCA_002839645,0.4348012944489975,0.3254585242030688,0.2136061038434947,0.5083676985884795,0.1847395315596273,0.3327510273657435,0.2180439616927009,0.2624878552765555,0.2295915525673549,0.4010082417432065,0.3440197007563608,0.3388657344518061,0.1346513693371773,0.207918685324196,0.0273594824607799,0.2518105772459741,0.4962714231760272,0.3712630106310796,0.4390874132632922,0.3837889659218,0.3505490418781007,0.1889847579533704,0.2607599051596841,0.1392545239051914,0.3254006734360011,0.0459625985776111,0.3422248701487181,0.1267701971300433,0.5444993805922735,0.2184415484205311,0.2356950511674474,0.3310845076862478,0.2930134940156477,0.0470570807197412,0.1578443052778496,0.2155180079325755,0.6394638518994274,0.2224596321825673,0.0746606097211178,0.3486926306779105,0.218955018239486,0.0874194888382958,0.4071524840586748,0.0598379001377755,0.2011891791125135,0.0682127179717036,0.1363454877440635,0.1309570923850153,0.7019886873788738,-2.655026738672051,-0.06539149287783988
p__Halobacteriota__s__Methanomarinus_sp002926195__GB_GCA_002926195,0.412191138048472,0.3532565889048178,0.1555019379529773,0.6378433664703738,0.1574909663738824,0.3151758698586329,0.3287004734803225,0.2247695376663135,0.1511917700829096,0.2307398554577683,0.2372461502790596,0.3418666018917223,0.169544173593834,0.1926925483543067,0.0314166531394749,0.3253296747104808,0.3471923058506292,0.71981321311935,0.2574832772819399,0.3595463307210844,0.3088146619028801,0.1476742396067244,0.2447951729886029,0.1053730520725022,0.3389762787656355,0.0196113661976606,0.314729564509959,0.1218408926804353,0.5414550272985753,0.1302574654533507,0.2578583044514114,0.1728724866085311,0.1936713728581784,0.0400298189997111,0.1119379445155505,0.2247517757117335,0.5737958690712845,0.192584940343345,0.1696888222464488,0.4723580505024312,0.2505458150760055,0.1056138171706472,0.3478206268281812,0.1729278406565586,0.2301752299591575,,0.4122609922728284,0.1473622293090572,0.7951198912561256,-3.136816609239961,0.6672089363928189
p__Nanohaloarchaeota__DAL-Ass_51,0.0864918197532432,0.62955060903752,0.7066020601004477,0.4180291067730541,1.0,0.8521659096434478,0.1162793253384032,,0.0175888623382917,0.6244346635747506,0.2793484287409327,1.0,0.1621016985606775,0.1041952407678548,0.8655220143308039,0.2963023297801984,0.8349709275503827,,0.0734096385750907,0.863146844397162,0.3620712312707481,0.3598434402507162,0.2912038348904008,0.152457595862353,,0.0743002839955287,0.4020222490466392,,0.6222014220259138,,,0.1776544698719134,0.0892373375449745,0.0681853207308502,0.1544497795140085,0.4603911684325256,0.8108839412015783,0.3241460677176278,,0.7933446324275114,0.2880960465088101,,0.233824977390987,0.5915301731341732,0.6782489453454654,,0.2706587962717022,1.0,6.054679489097437,-3.5558863619176244,6.088361758356903
p__Nanoarchaeota__s__SKIA01_sp007117065__GB_GCA_007117065,0.2659197156070388,0.2460116170341592,0.2608975234214559,0.3010039600866364,0.0216163548789214,0.3979974784857686,0.1622698251937427,0.0590687370554605,0.0572036667548025,0.3034829403452299,0.4294059120597747,0.595104405666045,0.1665446999395274,0.0491266056221973,0.1423929642885974,0.2531940076115866,0.3215379164326318,0.596032639276749,0.2220159154370952,0.301174485972768,0.2968946037729773,0.1312541371143685,0.6212579227818801,0.3473501217714366,0.428648438009592,0.1101483786846762,0.6521483338090431,0.1582074225379265,,0.1064574785182287,0.1256442777258933,0.1310353956866704,0.1851094376496522,0.1569087661762104,,,0.7031913552291006,0.2615387088685885,0.2573838132074001,0.2582973673151705,0.1426195845259397,0.1346756090847006,0.2299378996620372,0.1502282652646838,0.3418887588518525,0.247912839413347,0.2575593705004931,0.2210185481992591,0.4687340360629063,-0.4869440689807027,1.9396166992161756
p__Thermoproteota__s__UBA213_sp011331095__GB_GCA_011331095,0.1171861493354772,0.3066889933427105,0.0409747272411291,0.0904844337522352,0.0077999744867401,0.584223683995709,0.1825468027875578,0.1496452438473994,0.0549572599029364,0.3524849106168089,0.0464533759090516,,0.2661967091461279,0.0752950754537396,0.0629999056955596,0.1110716571579061,0.1888661924583317,0.625383468505327,0.0116880928092159,0.5196059098074342,0.2250271700009749,0.1673875002807878,0.0728021939606343,0.2137672544335839,0.6502439550471659,0.1551956953527484,0.5078801236881332,0.2982342712536787,0.2824453290903612,0.0457945889728858,0.0437108349787753,0.2184535045464851,0.1296831865087353,0.1169315339383882,0.1187468055293545,0.0955524520560022,0.4504627453120015,0.0764913664167304,,0.4040873717294198,0.2884822746028608,0.2265275197284289,0.208137101752871,0.1048238251381111,0.3294878771637837,0.087384730146714,0.3233853638082952,0.0115182256690113,-1.7052390167197387,0.011698758915677197,-0.3266492914812987
p__Aenigmatarchaeota__s__JACPJW01_sp016187335__GB_GCA_016187335,0.085387397317231,0.1332755551394106,0.117271255192516,0.1759185614970989,0.0175041712526807,0.1557884213729655,0.064079726620874,0.221325933101506,0.0450313836526908,0.0419905960752755,0.067783830856592,0.1431361654615452,,0.0763928888061637,0.1830425981503858,0.1323698889108752,0.2378262469011593,,0.0894271426533402,0.4674758445748632,0.0637167152846802,0.3662356734346567,0.2824582755514514,0.2997953307813863,0.5567130436769013,0.0129049724642864,0.2235084895905186,0.1201801347411472,0.1144103263175433,0.1275212379889817,0.0848395755096705,0.0476045434039496,0.1381446104080612,0.0177500249129713,0.8353999916700144,0.2100921838592753,0.4065464787248848,0.1022341652016393,0.0388181556061043,0.0315854681788254,0.085541812680741,0.2734410591251623,0.3289337741792826,0.1274607062456486,0.3697432755426776,0.0864713796151765,0.1078701022858317,0.2375282922573559,-3.6686610491863334,0.5245005079674345,-0.7596653240288863
p__Nanoarchaeota__s__ASMP01_sp018303885__GB_GCA_018303885,0.3048328824507053,0.2732491243310929,0.902911546753614,0.0600419070302488,0.0062925777249706,0.7785540052875757,0.1417329194684208,0.7902569337149103,0.4214169210946326,0.8788900141792894,0.8796353529107392,0.3548413539653584,0.7202885046179858,0.0294352818975008,0.3200224099434,1.0,0.096871301166857,0.233782485071709,0.9714358663512888,0.3025596227619409,0.4597023442295045,0.4534182620074003,0.4144093638933403,0.6229588674621382,0.7205377139150178,1.0,0.6055697786980632,0.1342520095100642,0.7159109984281592,0.9667616713784566,0.1188438720544932,0.4540701245737741,0.9128213785632424,0.5902715132287182,0.2301432320986558,,0.547679160311329,0.7276088684069033,0.3169218671092558,0.4433321795347117,0.648608344578878,0.365097384675706,0.4047324477016688,0.3356012546823224,0.1221483532983645,0.9421242768419174,0.7581521688349488,0.4833027925772002,9.908144481933777,10.437893381568951,0.5290266058762177
p__Micrarchaeota__s__Micrarchaeum_acidiphilum__GB_GCA_009387755,0.1201314823116885,0.0915495988226314,0.0410915212895082,0.0555730952735962,0.049100561416618,0.3029587605090658,0.2120917899786208,0.4102258712820086,0.0566536523376919,0.3468466216913195,0.4186420512011252,0.2317802248095467,,0.0243855282102383,0.0440052182401793,0.148479636711322,0.0517677958674031,0.2707163731299679,0.0109683704893976,,0.3826254722673952,0.2820368152365832,0.1752660337326135,0.0630292035941909,0.6519591545949901,0.0647905044584452,0.394376129449552,0.10669829103773,0.1362610283532913,0.2628006307574811,,0.0805756569608267,0.311612908347327,0.3123623813108195,0.1467535691603805,,0.5411540399114303,0.0428764802270271,0.0277660754268902,0.6197980685230758,0.0861266316546696,0.2799204812184664,0.3952630071670909,0.1113155171119946,0.392976248026177,0.5775443523425813,0.2381872337070548,0.3542376563536196,-1.3531021704529758,1.215338662702729,1.3497479669419512
p__Nanoarchaeota__s__WJKR01_sp016927245__GB_GCA_016927245,0.2995552179542756,0.2668571927468963,0.533894261407715,0.4475921211303005,0.0226724978095158,0.6385535961095308,0.1460380027901741,0.0314196546912727,0.0659151023299891,0.4116672584958508,0.4125405837653623,0.5240495742735901,,0.1184917994302912,0.2426912432352367,0.2234686721605611,0.1999168954227086,0.4287132795749691,0.3052459932882187,0.5287086341049823,0.3399867772588864,0.1204288535957987,0.5312216431073364,0.4026896464582822,0.5485639124886474,0.1546648954774308,0.6217223823878135,0.1765314022070558,0.4910694196290135,0.0814634800340528,,0.1426389033925416,0.230704875085071,0.149544038173444,0.1809577058311203,0.6661906239095714,0.7812183528248667,0.2463180297482306,0.1929117870045739,0.4966818841416132,0.1393041125998938,0.1625400345776713,0.2988480950132781,0.1396759464000016,0.4396871683215277,0.3602603205042186,0.271330488091895,0.2502684813945112,1.7935764033798538,-0.03459192498434896,3.3972283174654283
p__Iainarchaeota__s__PCWY01_sp002762975__GB_GCA_002762975,0.3132191794635621,0.0517050467090303,0.0685968075572482,0.2658979299367224,0.0467917755922398,0.2589802271338728,0.1719113420929327,0.2915420152825638,0.0239334010480305,,0.6169674303508017,0.166093291344805,0.0314376785445398,0.1998207409701572,0.0598731379795463,0.1169526664205965,0.1117183328183343,0.1480646461070875,0.117391095829591,,0.0624908205573737,0.1582048768545405,0.0613868980209679,0.1703172977501679,0.1909440263856641,0.1346900891488346,0.1738315991724344,0.0710269637060082,,0.217122408176571,,0.2452781747650896,0.649757698095436,0.2011688967547046,0.1186314448739784,0.0697991378012086,0.695143758368859,0.5431760984455071,,0.1341130241609622,0.0469954686544977,0.1742740334745933,0.4518084324064179,0.5952312013204123,0.2707373332607601,0.4797460907114745,0.021940454721838,0.2473278123428256,-1.2458776199305697,0.7819564582327818,1.427472099791873
p__Halobacteriota__s__Archaeoglobus_A_sulfaticallidus__RS_GCF_000385565,0.3549158373783066,0.2540515031712798,0.0720122198973617,0.390517247462776,0.1161435544041069,0.1891405117997338,0.2026490629162496,0.1420276416581611,0.2395940436800318,0.2211809330357119,0.3168159387024382,0.1436118784059248,0.2871490774370522,0.041807877012832,0.1035545703827861,0.1975947830465683,0.5038287463634994,0.025557564777651,0.2266041554177066,0.3706396863003448,0.2354484207106294,0.0882258632453672,0.3323446489909657,0.1297321673426059,0.4114225180875811,0.0904478851507709,0.3378961293701513,0.15402429192332,0.4885176112533361,0.2687500105005988,0.3935549578148269,0.1759244858649457,0.2719033345665705,0.0086042900836163,0.249436402278971,0.1501858167484993,0.4803508426563294,0.1778431370835129,0.1398770156940224,0.172341794745876,0.3278704041839206,0.1589334667596474,0.2519683310744117,0.0843293380594605,0.3383246251791093,0.1126843142217634,0.1692380374839311,0.0733441118609187,-1.0809248960454954,-1.592451008718813,-1.5416325681746244
