Unnamed: 0,COG0016_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0048_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0049_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0051_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0052_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0072_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0080_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0081_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0087_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0088_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0090_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0091_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0092_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0093_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0094_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0096_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0097_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0098_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0099_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0100_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0103_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0127_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0149_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0164_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0184_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0185_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0186_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0197_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0198_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0200_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0244_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0256_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0343_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0504_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0532_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0533_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,COG0541_all_epi_gap10_keep50_arc1855EuryaddID.VAEtxt,PCA_Score1(0.3856230825076798),PCA_Score2(0.11015074520180886),PCA_Score3(0.08468568818925014)
GCA_000025505,0.1269735226948901,0.2819517703529066,0.2413495943248693,0.1117949010216285,0.0641949762923908,0.2689659959913146,0.1182864153013678,0.1660397128915213,0.1628106062548363,0.0582749871759064,0.3939588326165223,0.8170210161617191,0.0648788902894152,0.2005384926878772,0.0813575688130782,0.1374502934025542,0.2170467823468208,0.1677286460032174,0.0902607141284221,0.1639266871416818,0.0715224737665178,0.131253747977214,0.2570861419397362,0.3188054043851587,0.248137686589458,0.0997951515122284,0.1387170825290122,0.0922296004223358,0.6676828374479878,0.1288869561448075,0.2351843715609761,0.2693355947386573,0.1820945269594326,0.8439499366567348,0.3313675333414791,0.3107288031498615,,-4.221076629649693,2.117911926492304,-0.5155484509570067
GCA_000025665,0.1441614524303269,0.1494162037993551,0.2555924693677014,0.0866034527884961,0.2503607837835147,0.0243928396809542,0.3909900534968901,0.1035861445438285,0.1193226433831924,0.0427612867828183,0.2918182531109159,0.4287377534502516,0.0981451787319603,0.3218456540794379,0.3117990291416418,0.2355361265162419,0.1224719593327274,0.2694650532991427,0.1104690612028373,0.4157946720364966,0.2234896319566606,0.0606990613153274,0.117187508110263,0.1616421226674408,0.076026164926693,0.2940197651547233,0.2239216115964597,0.1373240607605873,0.1813992844444809,0.3450641953558733,0.1335958455965456,0.0397126697294144,0.1988893751026061,0.25173056665099,0.2290673426047859,0.1549422324078553,,-4.820284099270279,-0.48389836620494864,1.1526974414862734
GCA_000063445,0.2218946476897361,0.318351154028858,0.1596256041596253,0.1594926641484859,0.1232657823450767,0.1514670171669749,0.1899729877291197,0.1435613255456213,0.1292630630652721,0.0950506715110798,0.407356902939714,0.2853427152804312,0.2066154310230681,0.4497446563811633,0.1177443213568815,0.1727427558451246,0.234993942518249,0.0322204449792681,0.3066140949001411,0.187629656984412,0.2360989079272878,0.3489556599907703,0.1131424686097611,0.0989363449827085,0.3301931621291135,0.24588555081982,0.0703333429204701,0.1901304577162925,0.2681545264301355,0.289033028351834,0.4132075910608401,0.1679350042665547,0.537413658193697,0.535822315831983,0.5565707382285303,0.2631280855694557,,-3.4787239611020446,2.2062819365984807,-0.422549492930272
GCA_000092305,0.1813065379537692,0.7837588550172742,0.0756596684212576,0.1432661111539629,0.3030484271319388,0.1415237498989941,0.1819823470381259,0.6537646142219545,0.2970767585596681,0.1468191940139643,0.111125699887774,0.3961144578911448,0.2176957723273752,0.2338327768359224,0.4896106359028153,0.2439152425402757,0.1103352200100471,0.3728144690900507,0.3252258982709719,0.1927377577235967,0.1689933237359957,0.2832485732335817,0.2221772686793953,0.2568697394407584,0.232758562724959,0.2017118667021202,0.1988648288527224,0.2073468448485772,0.2886783856170253,0.3832513895509966,0.2412739855809506,0.5050118355169299,0.1529497194596959,0.871309755076219,,0.3247583562588873,0.0441146751769384,-2.8779298383566214,-0.3292251578194501,-1.0879244138048867
GCA_000151105,1.0,0.3667884250243282,0.3794018362879987,0.2009340015302482,0.2310824161191173,0.1264396256377228,0.1837704129956291,0.7913344095380014,0.1919368843595129,0.5297017311892168,0.02480176983613,0.1866775241756784,0.2380501805512065,0.4872548225536487,0.6143167007133628,0.2521797513939618,0.1023607719279435,0.4017967152077883,0.3272188501819551,0.2033745802574317,0.2870751368944458,0.116322544461761,0.3064333675157891,0.2155513887601279,0.2862251309647835,0.2269719671110655,0.2160740376952725,0.5767909989644984,0.4514396967502972,0.8085922660165187,0.2078106494180512,0.7318413861639024,0.1114585440692393,0.4837321572332441,,0.21006598928092,0.0445842181278309,-0.9749497607005478,-0.8237161142932937,2.4123353938966705
GCA_000166095,0.0270212030427062,0.1761954493079409,0.3030258321009095,0.349924329795305,0.395098474532896,0.088712914188576,0.3053250074495645,0.4757055948989424,0.359796265544316,0.3066941448227032,0.0977088157399202,0.4482238950081407,0.3187732089559877,0.2715612691120849,0.0965427267383278,0.4468529053365851,0.4273629744658433,0.446349235572524,0.3896735805865978,0.3841329924973262,0.3213956442731585,0.4332901842698347,0.3633737366118587,0.4941512715205162,0.5677262385432524,0.3717501027897404,0.2866071783051176,0.3128005389124733,0.2522182378263496,0.5029693167741411,0.3085336112901055,0.3753059581026849,0.3246235107899183,0.5375092670698091,0.2220123146119154,0.5310041382742683,0.1428113042265496,-0.517691644573821,-0.5527124373379058,-0.7793710750945877
GCA_000191585,0.0266232997716744,0.2801100849819963,0.7592347423227125,0.5957299797147646,0.7633768357764932,0.1050268327295788,0.7157009873922342,0.8480422694010269,0.5102538573956197,0.4818859726292531,0.187099935737968,0.7603481910647693,0.6503166752966882,0.5323803536641202,0.0910286104021701,0.7371678908580154,0.2717151622886109,0.7402085347166992,0.7017088296052837,0.7060632248256782,0.6807102416517958,0.7766414772881349,0.7450584337507685,0.6444467140687701,0.8451572865598463,0.6602830106216893,0.7008787668993972,0.4728018053012958,0.3115969511931413,0.7486805155328292,0.6275938877880283,0.4291716355560317,,0.7476073285801234,0.250248258762451,0.7226848855349634,,6.168580219120467,-1.9241002267659202,-2.1592630011304954
GCA_000194625,0.1191426712617627,0.2716462170175656,0.2390101188032689,0.1279082942896559,0.0833620674396795,0.3402809193563526,0.1241525245823685,0.148102380599804,0.173483427922646,0.0572844613195186,0.372946875562352,0.8072332692234133,0.0675586597334985,0.1353965310900625,0.1022791856149462,0.0999048568905227,0.2506758557223811,0.1432978653420668,0.0771913211635589,0.1282952204403462,0.0587972829702251,0.1663826807197443,0.2605311412200324,0.2344803772534032,0.2348387321605036,0.0931261462276116,0.1690518381983878,0.1223523997598167,0.5904090822947479,0.1558923911200725,0.236078218749605,0.2723477842068664,0.1986070256496588,0.7287552441953883,0.3233675804772873,0.3262243153076739,0.2024907638002699,-4.431370899401862,1.919513855524915,-0.21285558078875363
GCA_000217715,,,,0.9618454798366884,0.8649704303388588,,0.5651749223861557,0.808229161976372,,,0.8270826395094444,,,0.8715817669097312,0.5582465383967523,,,0.8281357613635508,0.6616132863633549,,0.6807446783245265,,0.6180625572664004,0.6981089589334833,,0.4252782312393285,0.7164361163947991,,,,,,,0.7437558085474055,,0.639321251557842,,4.101337376092535,-2.830519651349467,-1.2630453228605751
GCA_000217995,0.4246923048280365,0.8232909849901662,0.2823601943218564,0.2102334466582271,0.1908593587908469,0.4241470318299069,0.1413964469819353,0.1585155247680361,0.2514045305089594,0.1695312502596694,0.3897212730410714,0.1643485798279381,0.4690369544693044,0.4801918865842492,0.1386398673475306,0.215232745038904,0.2887502914343826,0.1606675585737058,0.1306815284400833,0.1001231683465637,0.2153804738083544,0.3668273212944564,0.5720672104287252,0.2321684897570395,0.4919037865660712,0.2273525166915692,0.0219086238368394,0.1960140495913426,0.2669371387967978,0.678841187380372,0.4719621130550143,0.2669211950260463,0.4992740003901497,0.4302553097342574,0.7993136859604137,0.5515299015906197,,-1.1472703049573745,3.8436606168414635,-0.855237853798079
GCA_000230735,,,,0.9367543067087606,0.8323893869803736,,0.5701620790630626,0.8464220728750654,,,0.77249325962952,,,0.8511878677500815,0.5031038316822936,,,0.7925799155361479,0.6860491692668272,,0.6313032923500148,,0.6727734380997926,0.6859775740423482,,0.3654072964611641,0.8282289792025994,,,,,,,0.7423315956691223,,0.5922271793402286,,3.973605519640125,-2.9886543826129626,-1.3600574318804033
GCA_000235565,0.1659689250931584,0.5010027797156447,0.2013641174058575,0.2336915819286739,0.0882363874943236,0.342012458812831,0.0495023195558122,0.1327271761517237,0.178953220592314,0.1258780410347678,0.483298825211776,0.2911223628306092,0.3864543269988545,0.2933019133562792,0.1007225302984449,0.1818670021283403,0.285547274895056,0.1008765449937739,0.1322266561726668,0.1299191037141026,0.246050182481958,0.1253282063487265,0.5495827409979877,0.4130280149093294,0.2425188605101705,0.2505698564102225,0.1165739954386914,0.2604449924554465,0.3870085794635916,0.3982746124650012,0.3702567615143411,0.2654882184618513,0.4705343157372946,0.5221943673653121,0.8427950784242378,0.3902799558922237,0.5929133626120149,-2.214827791794746,3.314548214047526,-0.9397025122800912
GCA_000243455,0.1793855870721158,0.8372376379551211,0.0735332161090889,0.1504273784808237,0.3061441895570871,0.1081395940962175,0.1725988894311754,0.7411585429696169,0.3158740125484319,0.1852415433433208,0.1284755508443661,0.4083108353879562,0.2695954774425875,0.2216894203475135,0.5332142217328232,0.4198224793522304,0.1062139488932985,0.3566745887654699,0.3312307029275081,0.2142242883103287,0.1930939647049959,0.3233194043131105,0.2491493588329245,0.2177453800305571,0.208804997030664,0.241034103002718,0.2099562150007005,0.2389934097965719,0.2738405340914303,0.4138549491710874,0.2884214538835342,0.4604064821118295,0.2035910416847524,0.933098213971312,0.1511438229895806,0.3901675929577317,0.0635036560089583,-2.4569010911707587,-0.6037378931559474,-1.3194700961785073
GCA_000251105,0.2371089509081791,0.3228180079337984,0.1219397160582649,0.1677371474006486,0.0770574069551032,0.167789627659667,0.1855899133279082,0.1095301007004104,0.1280501780527977,0.0797147780581423,0.3868742124019064,0.3343479192896997,0.2847220305013911,0.4592421618861443,0.1059141832019616,0.2054796566019264,0.2188522404393234,0.0631631967977911,0.2599158792775028,0.2029384481968061,0.1379615097837867,0.393155723702406,0.1362338571362077,0.0509840583913782,0.3638016774949231,0.2246774929793381,0.0597509283854702,0.1978088698460041,0.1735023218771176,0.2943793679820806,0.2997430503059417,0.1768072573510676,0.5379375255702447,0.4630560637926557,0.5192257951332788,0.2922781555717655,0.3836131782940144,-3.6587784458716253,2.2330726645289376,-0.25243752089112015
GCA_000308215,0.3808189499404446,0.5148571363954719,0.774447794269953,0.5428909709182972,0.481589926170707,0.2111272587255099,0.5515678779510742,0.6825845551171366,0.4042767594711685,0.4062508436340484,0.556696358483695,0.8437929901892572,0.6229117399376664,0.6272108256172878,0.5518446320225063,0.1509385918400975,0.1109992811190148,0.5215831007534276,0.4463160248008143,0.6412581001624427,0.3045543900285152,0.5664510493452237,0.1182251931541195,0.0821519979745266,0.2926945392214324,0.5596969929418125,0.3297068535236125,0.4708525158916025,0.2571273356014822,0.4676574163929314,0.3521145183307079,0.0736375034290019,0.9051851164873376,0.3498502028938381,0.7310741827146012,0.3730509428446286,0.4256301092936412,2.749274115288689,-1.05444004382629,-0.6899146402382218
GCA_000327485,0.3791762299567363,0.7334302853583392,0.4311035417663575,0.553562395830314,0.5870139074862777,0.5379675861469343,0.5621384519692155,0.3994861600079925,0.5058746790140013,0.4009402928755972,0.5169780010173399,0.5977917081901553,0.6375609184503166,0.8440534795960288,0.1515937405516424,0.7356665965456318,0.8789604139605768,0.068775803635724,0.3855599563733193,0.5800654339935165,0.7194204618294195,0.759177797047685,0.2241956328877953,0.0999859196956628,0.7856926858764813,0.5886745934348908,0.2763824436421669,0.5674239432072685,0.2676832510221734,0.6403106805487694,0.8085039473313715,0.4876609076313822,0.8008011390635179,0.6554527969435386,0.8495927282921643,0.4645609005444453,,5.67774277326428,3.707187643396887,0.5597131247529246
GCA_000337215,,,,1.0,0.8927338212369456,,0.6037246154020692,0.8249597295073501,,,0.7982080003357149,,,0.844022768539886,0.6364908552358521,,,0.7451493770071371,0.6708638966444296,,0.629250515020341,,0.6231711034755015,0.6358177850874617,,0.405868241103865,0.8190327271008914,,,,,,,0.716068057649773,,0.5530096529741237,,4.047290079338239,-3.1608156444392557,-1.056831203756356
GCA_000337255,,,,0.3791939239485496,0.4349306225513064,,0.4287903901281833,0.4760230950692702,,,0.4833215184541912,,,0.4059271704703291,0.370458244672948,,,0.4342322565552636,0.3957110868985704,,0.436281855504825,,0.3827723600376777,0.3528726445075832,,0.2625221944560613,0.3195393542905715,,,,,,0.3895685208187695,0.4664239137190897,,0.2591272390024225,,0.1699412138081172,-0.3733612698969131,0.053148075929665424
GCA_000337515,,,,0.6203752917056572,0.660325623004651,,0.4673431588481326,0.67205583346203,,,0.6006051110129857,,,0.6889861180676606,0.4061540785617693,,,0.5999527903610903,0.3880561030663704,,0.5955497551832406,,0.3604565446433834,0.4205626182218269,,0.2937965470329316,0.6988477997203942,,,,,,,0.5015421860073309,,0.3665421477598102,,1.8220327315911673,-1.739017698067159,-0.02216965547517096
GCA_000337695,,,,0.9623885386994724,0.7421920281657305,,0.5459486866650615,0.8145012255055388,,,0.8120591615981383,,,0.884061261950713,0.5338594844687126,,,0.7478944401858488,0.6614453234795113,,0.6099123622829061,,0.5963905706822973,0.5487367678026605,,0.4219365453943113,0.6680216745656848,,,,,,,0.6210349103855071,,0.5209754378251321,,3.5726325245839234,-2.604910767034783,-0.8090601633569635
GCA_000337775,,,,0.3375122295661296,0.4238955634979413,,0.4392420962849898,0.5565529438377183,,,0.5455025786820064,,,0.4620590139253893,0.4179998453590748,,,0.5250216113615827,0.4402558020513627,,0.4645575833249949,,0.4623372847819968,0.4191488498776316,,0.2761764817564091,0.390599612572941,,,,,,,0.5079235841751146,,0.2914134827143509,,0.6490845631634937,-0.7259112104364221,-0.17307898890240225
GCA_000385565,0.1232258377246776,0.2736198436265147,0.1886433924404452,0.1191334595920186,0.1058566741440081,0.2976323340834387,0.111727793035157,0.1780668876385237,0.1500051792401382,0.0801408071035908,0.3673710001469822,0.6939252437180109,0.0882858588300287,0.1871217347456309,0.1337311057289574,0.0942526192534428,0.277034480975069,0.1562987093610368,0.0828833231573803,0.1391636963779193,0.114644431993889,0.143431765537583,0.3031819380879577,0.2685871208268455,0.215336444138302,0.0970449938982985,0.1767331786077204,0.0745487263667178,0.6273637102574285,0.0975404793053556,0.1874866483464267,0.2632052171419391,0.210584970149289,0.6764361114263489,0.3181235938663931,0.2988163092173426,0.1903927918180169,-4.543765269581711,1.6172387727921183,-0.09436934615146839
GCA_000403645,,,,0.3947156443744106,0.4173383198897614,,0.4253067932867431,0.6030130312099293,,,0.3938839522100468,,,0.5037136159389606,0.3352273758656757,,,0.467535578152781,0.3999936976260778,,0.3635832097738949,,0.4112519269681822,0.392499613306076,,0.2736802026042514,0.386348447074867,,,,,,,0.4953011712561351,,0.171045919187671,,0.2843450947729121,-0.7513314212199865,-0.06678977349229592
GCA_000455345,,,,0.5690273089737881,0.8629538257574889,,0.5557893452837538,0.8142661245691624,,,0.8043824999231489,,,0.8771959041549587,0.599041466750825,,,0.7664476575109401,0.6724613828214856,,0.6793730269931105,,0.5886957121776283,0.5997411505897712,,0.4127677696249759,0.7883601924289186,,,,,,,0.701402650566804,,0.6947296481768905,,3.6806200531948363,-2.49899113115349,-1.138095173719262
GCA_000455365,,,,0.5690273089737881,0.8892825163258348,,0.5669020147289597,0.8673608516660827,,,0.8088199942547263,,,0.8888867258116212,0.5714099918398708,,,0.7769657162310035,0.7361694988636519,,0.6788684183229335,,0.6626930365852451,0.7259936833585452,,0.4245123343054433,0.6579467796800683,,,,,,,0.7040366764845815,,0.5563111519401595,,3.749329218196022,-2.615531061276577,-1.1521030359956077
GCA_000496135,0.3688890112960462,0.1437794673192181,0.4474854848825087,0.2844425265097269,0.6990130022854685,0.4399908266731601,0.9663344445294348,0.178841654712594,0.0597784329089068,0.1582305444856536,1.0,0.7420414831262891,0.6949454754856615,0.8625704869524774,0.4728093125666481,0.7003574223828333,0.6197502084904767,0.5645661157815243,0.133309885793466,0.8299412810021046,0.7715698050307089,0.107308128462199,0.842478388421678,0.7299393186904257,0.9658478284512644,0.8443673480500641,0.3574848937610844,0.9448218528033984,0.279716195283308,0.7731563816173355,0.499692588715454,0.3650584287001712,0.274161122928068,0.0572788413325946,0.5200710416517631,0.3648908089587659,0.3813609342545223,5.48389548466201,1.2149543890841643,5.088004176954082
GCA_000496235,,,,0.4568559325763525,0.4088900315703351,,0.4144738215492631,0.5011678163800543,,,0.4119141323715128,,,0.4373828604150652,,,,0.474296855969339,0.4178944648593323,,0.4005714092574538,,0.4415095721896592,0.3000356573141869,,0.2387195261741423,0.4860457895229212,,,,,,,0.3973615541715447,,,,0.3672633188222094,-0.6894825738140479,-0.07795939940245057
