genome	VAEPCA3D	VAEPCA1
GCA_001723855	0.16575135968327104	0.15519160186233225
GCA_001761425	0.21325150177036337	0.20811100909056618
GCA_001766815	0.34551814209867127	0.2772147524228456
GCA_001767315	0.530967933996154	0.530520349625897
GCA_001775995	0.3382592597024668	0.3390763122810881
GCA_001784635	0.15829002393088354	0.11356058739246323
GCA_001786395	0.4844904284925088	0.48814140290734703
GCA_001800815	0.5388119038470055	0.40328743070850703
GCA_001861355	0.7189639748865426	0.7163689637960384
GCA_001871415	0.3672502145978979	0.3668160014879761
GCA_001871475	0.39955560150369906	0.395531192116369
GCA_001871535	0.3826742927875631	0.37402579555789706
GCA_001871595	0.31442649646591064	0.2907701908611642
GCA_001872315	0.5633284289005446	0.5694939697910528
GCA_001875425	0.27554610688705866	0.24164721446360724
GCA_001914405	0.2417570279344296	0.19982527784351073
GCA_001940645	0.07180083886738173	0.0702998749388584
GCA_001940655	0.1481059084241541	0.14520205404295192
GCA_001940665	0.1461156375128063	0.1400986209791033
GCA_002009975	0.15478167063311676	0.14895069999526975
GCA_002009985	0.318836344628509	0.3159658976800992
GCA_002010045	0.28156189938588766	0.19238748131980887
GCA_002010065	0.13516532497128103	0.10013456954128912
GCA_002010075	0.3126978594193013	0.2586906962515677
GCA_002010215	0.30961646924142083	0.23089764475613958
GCA_002010285	0.31089157455224453	0.26166065837174013
GCA_002010305	0.3006577771353084	0.21885888474930226
GCA_002011075	0.17917011449020978	0.1791578672754965
GCA_002011085	0.20242509304815	0.20501767420386194
GCA_002011125	0.13544338863921	0.09404350265198899
GCA_002011165	0.2843182418495271	0.21985531738137176
GCA_002011395	0.27186359883532324	0.20981291036118505
GCA_002067795	0.4409258527791879	0.3777175560394574
GCA_002069705	0.7845199481476028	0.7978437022861941
GCA_002177135	0.6979745413422419	0.6981014238762262
GCA_002208625	0.3192005073936214	0.27878795935210526
GCA_002214465	0.15284515497276327	0.1503367098086058
GCA_002214605	0.14557897078240767	0.14258330603997169
GCA_002254545	0.16361115130506573	0.1164206289024528
GCA_002254565	0.07005151396744763	0.0593407157159464
GCA_002254595	0.359832358783653	0.36629555706176675
GCA_002254665	0.8525726214209288	0.8404155768404519
GCA_002254805	0.3453626785120808	0.3505052464084918
GCA_002254895	0.3854685342154452	0.3721742190598815
GCA_002255045	0.1548720458014814	0.15009444871696173
GCA_002255065	0.5061742193669228	0.4992573138966121
GCA_002490245	0.48996442834948156	0.48437165782800506
GCA_002494485	0.4065804557606002	0.4028240528536995
GCA_002494765	0.1927600045287944	0.09866317140528136
GCA_002494785	0.36980335648867135	0.3340644686942284
GCA_002495315	0.3387632506139689	0.34329318556032384
GCA_002495405	0.4340588823187294	0.4078160782152882
GCA_002497285	0.5841943353909979	0.5899911543378649
GCA_002499185	0.3924777781296889	0.39526460353618587
GCA_002499405	0.29157307273869004	0.276594222383006
GCA_002502135	0.05332606915487611	0.024641862702374544
GCA_002502685	0.32367932078321815	0.25902153110241516
GCA_002502965	0.741053972835608	0.5790842825218043
GCA_002503825	0.8009943008793118	0.7604645846517168
GCA_002504725	0.4181557689905974	0.3723297535095635
GCA_002505345	0.7372436703302144	0.5852205951715055
GCA_002505585	0.32263288446841454	0.32489782551151974
GCA_002506335	0.4376386307264611	0.3656963964926151
GCA_002508905	0.3470164400911362	0.30239832401890676
GCA_002686195	0.5637166873261258	0.5649884160919458
GCA_002686315	0.6680437200424438	0.6771744307846371
GCA_002686855	0.5496388348629632	0.5528374410333811
GCA_002687185	0.3161898786781735	0.32199306280753126
GCA_002687255	0.5221694965649951	0.5233566019965395
GCA_002687775	0.48953664378840606	0.49314558766422006
GCA_002687815	0.38413408043604186	0.3877612196568632
GCA_002687825	0.3561065494485697	0.36237240446426705
GCA_002688015	0.597314409934945	0.6030873789505333
GCA_002688035	0.33667681311020026	0.2766250679159657
GCA_002688095	0.35414408510231266	0.3552301307445134
GCA_002688315	0.3923777174293229	0.3855548980273383
GCA_002688325	0.3271259700094743	0.3317335814684573
GCA_002688355	0.3281225684976161	0.3338777300647061
GCA_002688965	0.16598211563108542	0.14648162690612831
GCA_002690445	0.4912928620282505	0.494707763832021
GCA_002715545	0.3628975193727772	0.35753060344406834
GCA_002718995	0.5400033339312021	0.47192819345085035
GCA_002728275	0.04503996689077902	0.031847026109371276
GCA_002762705	0.4195938440635721	0.4170708110440899
GCA_002762785	0.7415344175430749	0.7552813316501567
GCA_002762795	0.4278599947474715	0.4246256409468229
GCA_002762975	0.3100793756176996	0.22956234756032023
GCA_002762985	0.4847470616051691	0.4702848942291158
GCA_002763035	0.4698029944492403	0.4745216594152259
GCA_002763085	0.6359008207338507	0.645075342771939
GCA_002763115	0.37761854435834813	0.38053629250331955
GCA_002763155	0.48734771331738436	0.49193360309554246
GCA_002763265	0.13208498044307423	0.11897479196996309
GCA_002763335	0.3768114167382824	0.3698965843762881
GCA_002778455	0.42722417678835267	0.4104599461276105
GCA_002779065	0.26792264852119313	0.22578887463323413
GCA_002779235	0.35135169662139343	0.35149566125389686
GCA_002779555	0.8810608922883221	0.884886776052226
GCA_002780285	0.3968238805214911	0.4022031913238036
GCA_002780595	0.23384537005623618	0.235593739479154
GCA_002789635	0.15808875460683136	0.1206964307582412
GCA_002792115	0.7286365138771792	0.741649411741806
GCA_002792685	0.5266130052469602	0.5330486427917168
GCA_002792915	0.2962686409835754	0.28376650771946377
GCA_002794155	0.5850543698153507	0.5903201631406456
GCA_002825515	0.20505805495006738	0.2078936219164536
GCA_002838935	0.43747765431159996	0.33481312331339186
GCA_002844195	0.5760217711781144	0.5759906114554834
GCA_002855455	0.7324382179408997	0.7318871346143028
GCA_002855745	0.36606228114575384	0.3471335978552231
GCA_002867475	0.4564789856547661	0.45516649897967354
GCA_002897955	0.08940711507679393	0.050781912068883044
GCA_002898355	0.1988833463110729	0.19336286934500196
GCA_002906575	0.5647443667773301	0.5649626372951468
GCA_003009755	0.3163771651791608	0.31027295403501987
GCA_003009795	0.23772214710460426	0.2360450474639307
GCA_003019475	0.21379349517820212	0.18587139938795738
GCA_003019595	0.23094264068868386	0.2015940816284788
GCA_003020945	0.5413859725685113	0.5416002519151607
GCA_003021085	0.5546768494491605	0.5561184865890886
GCA_003021105	0.48374542638001156	0.4838206158815177
GCA_003021305	0.5629084843272598	0.5631670441861999
GCA_003021785	0.5537563885011123	0.5526634910940932
GCA_003023195	0.5474848374700833	0.5496821091208821
GCA_003023785	0.5746534495041896	0.5708673906111273
GCA_003034855	0.2048384146315155	0.1509861292165437
GCA_003045125	0.685583897126011	0.6425196154372844
GCA_003058365	0.5350504959856849	0.5336279802347024
GCA_003116855	0.5122215756558518	0.49547442123773533
GCA_003135935	0.5908914008084457	0.458169392162262
GCA_003141075	0.40718639760907044	0.37562951594335525
GCA_003152955	0.3425339595647688	0.3430872682537506
GCA_003162615	0.4401023594085896	0.3902621143770819
GCA_003166335	0.34071628055286146	0.31085957552209265
GCA_003194425	0.38037317191865977	0.2822830011322406
GCA_003201835	0.517435239378652	0.504971303092147
GCA_003205235	0.2592656928338901	0.24084339382621886
GCA_003336485	0.3678063890258313	0.2769637504652882
GCA_003344565	0.625564376624719	0.6256942898870839
GCA_003345555	0.18093687559873647	0.18358983517328512
GCA_003351865	0.1387861518894793	0.09746053195306567
GCA_003352245	0.837776075902274	0.7820069500041008
GCA_003382685	0.5733293598641672	0.5741116635328207
GCA_003430825	0.7244709414899517	0.7246212181298404
GCA_003431325	0.5019399466876152	0.49514925400728604
GCA_003552265	0.523678128096902	0.5228265466648387
GCA_003552585	0.3112564465909733	0.21588111353236797
GCA_003553825	0.13640384809373715	0.1316783754356582
GCA_003554465	0.4390878365132829	0.44359845720357977
GCA_003555025	0.6724538632375133	0.5240903798570955
GCA_003555125	0.5844969573295266	0.5889716789976394
GCA_003558235	0.09349314110234513	0.07839522751967237
GCA_003559395	0.19686989427895457	0.1777417012147728
GCA_003560595	0.30086662537571845	0.20394897318796437
GCA_003561665	0.324485432042795	0.31161964974931605
GCA_003561825	0.4697500939395947	0.46701554052732797
GCA_003564925	0.43040328577750125	0.4270623175251994
GCA_003568775	0.15883140778295715	0.14583228107584512
GCA_003599145	0.4218698838342372	0.42264318216798175
GCA_003600755	0.4015278232154156	0.35788990519999736
GCA_003601605	0.9149042749465671	0.9230848604212254
GCA_003601775	0.30166838807107815	0.3064937933614026
GCA_003649085	0.33716375570763923	0.3291237684818493
GCA_003649305	0.3619750604503237	0.3482579665934206
GCA_003649345	0.414742484339759	0.3947312830919583
GCA_003649685	0.41201890944005476	0.4007875991381429
GCA_003649715	0.5736707307506766	0.4366279498098065
GCA_003649845	0.5136420485879087	0.4063958181678421
GCA_003649915	0.28591971888630685	0.2675794809433724
GCA_003650545	0.41767712663458767	0.4159707372153188
GCA_003650785	0.3714996278416533	0.35342049867891046
GCA_003650865	0.3268664097519359	0.3157201193671546
GCA_003660555	0.09406636809823882	0.08239556510579271
GCA_003660925	0.12344267938873998	0.11440957232871887
GCA_003660965	0.38711429076515136	0.3804770584401221
GCA_003660975	0.10290728979060429	0.0841378476513719
GCA_003661385	0.11229649967850851	0.10554896221564286
GCA_003661605	0.16047236829386624	0.1543141989781902
GCA_003661825	0.6639576516140168	0.6446874011987367
GCA_003661865	0.5721883677169589	0.5555774877602664
GCA_003661905	0.5575992545063552	0.5505404330758826
GCA_003662205	0.3220262851900751	0.32413275834608096
GCA_003662305	0.32196717711131556	0.3185154171362249
GCA_003662455	0.2755925758225843	0.26802437128873774
GCA_003662535	0.43024087356151297	0.43003539758991194
GCA_003662645	0.5502351767527818	0.5430793810223056
GCA_003663045	0.058705586034223094	0.025309482441523812
GCA_003663125	0.06356337460405802	0.0047995729967714425
GCA_003663225	0.23081695650946357	0.19957318974443294
GCA_003663345	0.08782993651809383	0.04039525061023998
GCA_003663445	0.13121017728132073	0.10597441817955225
GCA_003694055	0.4876411038642587	0.4930775050468608
GCA_003694495	0.33676925320957374	0.34148729484316237
GCA_003694525	0.3867880267594355	0.3820370014176328
GCA_003694805	0.37505357155117586	0.37051611246989813
GCA_003695045	0.4281579699057231	0.42909048006060324
GCA_003695265	0.48745029277941104	0.4818314615750602
GCA_003695435	0.37761051558023206	0.373454236137456
GCA_003695745	0.11341423693514441	0.07170552457815618
GCA_003841485	0.702995727620353	0.7024706864805498
GCA_003852135	0.5344149491103802	0.5237000020341918
GCA_004099695	0.5141289377370448	0.4438244992040192
GCA_004212075	0.23353845838904358	0.1639785559826263
GCA_004212085	0.26523529066389	0.20597101403613036
GCA_004297575	0.13768300779194645	0.10436249966042425
GCA_004347975	0.15518418151136	0.15124679692784754
GCA_004348015	0.2897997814782571	0.2643044997376826
GCA_004376645	0.6261525356193927	0.6182981492005643
GCA_004376975	0.8668681884153051	0.8695752612707839
GCA_004377185	0.4063475662612805	0.3143095055412566
GCA_004524425	0.2669137262800284	0.24577303221104913
GCA_004524435	0.23283873315991557	0.2353957638080655
GCA_004524445	0.22237809044066778	0.22419375384476806
GCA_004524535	0.26101150646255766	0.23842260978588686
GCA_004524565	0.211590105649596	0.21426145895954518
GCA_004785955	0.6041598870200501	0.605122262651204
GCA_004799665	0.5808959837464144	0.5811298639073561
GCA_005191425	0.10350410394046634	0.10131683166135119
GCA_005222965	0.5341847620614176	0.5365382432977198
GCA_005239175	0.5582558954038717	0.5576064675639916
GCA_005239615	0.30886671275939664	0.24387387638470112
GCA_005239845	0.3190460962546595	0.30079142259837793
GCA_005877225	0.3628043768704383	0.36783501299903226
GCA_005878375	0.40805136586960666	0.3505507757470806
GCA_005878615	0.4156483433597774	0.3410155199114533
GCA_005888675	0.32821965316375246	0.32665757961255515
GCA_005888735	0.2815539057798469	0.27908030918890375
GCA_005888755	0.3180071324815476	0.3098692977633219
GCA_006543045	0.7265894387853346	0.7260332974803991
GCA_006861655	0.541815285665498	0.5429327175095409
GCA_006954405	0.7489906128761278	0.5861096787994635
GCA_007050885	0.2984022125832639	0.3000559544305668
GCA_007050895	0.794707099233312	0.800056572744148
GCA_007117065	0.3021284181289471	0.2896628341470354
GCA_007117755	0.3703804829726994	0.35578284935374976
GCA_007118075	0.4562837629319691	0.4558228431735245
GCA_007118975	0.4828272352994718	0.4819803488799519
GCA_007122875	0.5228743420987753	0.52364267339416
GCA_007123105	0.49363802481240254	0.4943724675432313
GCA_007129135	0.4472099723010481	0.4494258990622073
GCA_007131205	0.42728088237367845	0.4165114835879174
GCA_007133845	0.2364369004330473	0.2299848081501427
GCA_007280335	0.7715603956497972	0.7343401256501817
GCA_007833275	0.5644494802981224	0.5638050785306019
GCA_008000775	0.1157188178206263	0.10057542799891202
GCA_008080745	0.18126110065739953	0.18390855516662033
GCA_008297865	0.31855314087185554	0.2909524437632565
GCA_008326385	0.4899775003874567	0.4795271020731361
GCA_009217585	0.5944691336410113	0.5947948484534321
GCA_009387755	0.7084273290489086	0.7076615953124419
GCA_009619155	0.12036386296369955	0.09975890756025188
GCA_009649835	0.4782528460770297	0.3991307867017889
GCA_009729035	0.5470874557707214	0.535808678428717
GCA_009729545	0.5528290455610291	0.5413053170307333
GCA_009780575	0.6989552196412754	0.5480747573544109
GCA_009781675	0.6813835446660842	0.6770337480891645
GCA_009784005	0.4337892820638707	0.38242838593498063
GCA_009789175	0.5806360720503019	0.5797164378909987
GCA_009831455	0.5730125095860956	0.5721797184695416
GCA_009834785	0.7400180590505754	0.7394323735967357
GCA_009839185	0.6042287580620591	0.5827479237812679
GCA_009856455	0.5543037895369233	0.5527171978006588
GCA_009889585	0.4984342618702522	0.5014335688586836
GCA_009889605	0.9550682241751122	0.9572058501546726
GCA_009904015	0.49189850981361827	0.47603548550340935
GCA_010692885	0.5779111428969074	0.5780691785950722
GCA_011039365	0.15627214932081676	0.14010357093348358
GCA_011040285	0.08129944899898023	0.030750899488213093
GCA_011040545	0.41171885208693537	0.41277923720073073
GCA_011040605	0.7257607847351596	0.7185685470483519
GCA_011041895	0.17348013345867327	0.16172821476450083
GCA_011043315	0.3702608277541065	0.26051531659923566
GCA_011043415	0.19141584871608713	0.19278716536836413
GCA_011045925	0.2653389466066289	0.251818997166153
GCA_011046235	0.4354169669305678	0.3558572567684787
GCA_011049195	0.07987282544506148	0.07152377073044117
GCA_011052825	0.35674959606364376	0.233399514324616
GCA_011365055	0.09279786705169452	0.07952956367654232
GCA_011380095	0.07444643043233706	0.043519728281613844
GCA_011523055	0.46678686001900055	0.40921803929504
GCA_011620765	0.14837682280121922	0.10304325417270284
GCA_011734195	0.5564619703801217	0.5558028930431599
GCA_011773475	0.13011455803855437	0.09172717071776387
GCA_012329085	0.43775027286448126	0.37536565852151704
GCA_012515075	0.7825707474168181	0.6256354367549141
GCA_012520845	0.683675648690924	0.5383459533350886
GCA_012728895	0.6790812201480034	0.64841427260052
GCA_012838075	0.6712119533006851	0.5161376763430142
GCA_012840175	0.28403978360006005	0.2602269581967035
GCA_012960605	0.5253283052373624	0.5253873313277897
GCA_012960735	0.50373098506226	0.44233905419425124
GCA_012962055	0.1431851633624057	0.12885574978679876
GCA_013114725	0.46666541551015955	0.46495156408593974
GCA_013152815	0.44382612740831956	0.44132457227008665
GCA_013152845	0.17122093952463954	0.1529624618904812
GCA_013152905	0.11092028230039779	0.0921149634290837
GCA_013153145	0.7987397195161167	0.7822621101831723
GCA_013153895	0.3772962866436158	0.3683426454973953
GCA_013154035	0.10625266326925067	0.07131686410253037
GCA_013166775	0.0485066212635988	0.034521955995457446
GCA_013178225	0.4599523910397954	0.3925100252864023
GCA_013202955	0.5014827317729061	0.492442046233779
GCA_013215525	0.19805685487724134	0.19733533621470903
GCA_013329045	0.4026258584007213	0.3966394788966724
GCA_013329175	0.44532197929579703	0.4481051030381702
GCA_013329215	0.341973332529203	0.34308215908647033
GCA_013329235	0.3284866187773149	0.3330431294053179
GCA_013329495	0.25202967627287903	0.17224903588218815
GCA_013330745	0.7743334657969054	0.7850318418427001
GCA_013330865	0.43495889607880905	0.4343646047551893
GCA_013330975	0.6777806165166658	0.680784423680578
GCA_013331375	0.38105789551562486	0.33024522484094293
GCA_013331535	0.380388769293281	0.3717494608623545
GCA_013331555	0.6416325048441571	0.6524066559517727
GCA_013331595	0.2994714296712934	0.280936057909565
GCA_013331635	0.6387567849515209	0.6499531900394161
GCA_013331695	0.43971523232172643	0.4416450434031248
GCA_013331705	0.3201613144078764	0.324258825559552
GCA_013331805	0.5086564168409358	0.48659682232015233
GCA_013331935	0.23179849511297862	0.20556645762805423
GCA_013335235	0.3936316246891341	0.38794876814119433
GCA_013340765	0.3152449498009125	0.3156868185035781
GCA_013343275	0.2366146721566832	0.23244092902596145
GCA_013360305	0.3176488613469337	0.30234625599359083
GCA_013375455	0.1064370321358202	0.10043127526072369
GCA_013388255	0.5227630331549777	0.4555480839877126
GCA_013388835	0.16111772482926254	0.16280927627802913
GCA_013388895	0.8861948963356651	0.8917039323261364
GCA_013415595	0.43648999996054444	0.38550417594175973
GCA_013415695	0.6186884522739152	0.48024608428327575
GCA_013415865	0.6134170243214906	0.4683114062611913
GCA_013425325	0.31874486225998433	0.303112675258969
GCA_013425425	0.3763206553489609	0.3714478811401098
GCA_013538715	0.37375603030012905	0.3665318096241821
GCA_013538805	0.40295077030672904	0.4007051841437452
GCA_013824915	0.3480858682739789	0.34966396898258456
GCA_013839425	0.559908187868582	0.5583122506638402
GCA_013839515	0.5359078572180979	0.5361979758273793
GCA_014189685	0.04000728562565054	0.008835188862669707
GCA_014189715	0.04854964210441687	0.035422703346702195
GCA_014239585	0.18838026676998362	0.18243225927852946
GCA_014240435	0.511729690247591	0.5165605863713504
GCA_014240455	0.18386939231820768	0.17695485735991487
GCA_014297435	0.23889070926310427	0.2378536654327919
GCA_014361095	0.11822065634549883	0.09767473185817299
GCA_014361195	0.31293062750853945	0.19414521073253924
GCA_014361205	0.506419463953895	0.4373208045768528
GCA_014361445	0.3222995188585937	0.29620915498616923
GCA_014523625	0.4171221472401759	0.41588786520384147
GCA_014523685	0.45096528036757677	0.4506122705193322
GCA_014646535	0.3151481177903889	0.29416600174134583
GCA_014646795	0.262879062361339	0.24222288991105262
GCA_014647455	0.5612114240581015	0.5610296872572627
GCA_014647475	0.5575514192887426	0.5560754069804045
GCA_014648235	0.4472231463504422	0.4368900629613902
GCA_014727915	0.06540750318019048	0.016265300242294785
GCA_014727975	0.3813948789022689	0.37032680968280596
GCA_014728565	0.554285367409361	0.5595497262440211
GCA_014728745	0.7196535017577408	0.7293700798150432
GCA_014728835	0.2091365844006976	0.20929048171122633
GCA_014729055	0.19271667370386117	0.185232590433724
GCA_014729145	0.52269857345026	0.5230340012523005
GCA_014729195	0.48820697271272906	0.4885521664629742
GCA_014729315	0.3185848029631382	0.30257868456692477
GCA_014729335	0.17062669828580132	0.17234330231896716
GCA_014729345	0.5750134643570767	0.5605708190030292
GCA_014729495	0.4795694135768855	0.4732309676896146
GCA_014729505	0.36046107067014893	0.3506107661164686
GCA_014729675	0.5074070355201914	0.5016022641422359
GCA_014729705	0.06347265049774509	0.055446272628825226
GCA_014729915	0.40991263208560813	0.39785526026987317
GCA_014729935	0.14479723775083617	0.1427851820162162
GCA_014729995	0.4713710910689824	0.4763789183155289
GCA_014859725	0.46470668572702817	0.3961044287763707
GCA_014859735	0.3895972773798504	0.2964302206656168
GCA_014859755	0.6844047354194559	0.6872720468003083
GCA_014859785	0.43371368782605635	0.3549053801718601
GCA_014962245	0.6884852361388085	0.6827348767553367
GCA_015519985	0.3162199451005858	0.3113452368888065
GCA_015520065	0.7463454125155758	0.7538011008297921
GCA_015520105	0.15840010658411122	0.1366926816907122
GCA_015520145	0.1760473618178015	0.1352930781101466
GCA_015520245	0.7463896707924436	0.7179956486445469
GCA_015520265	0.6704017050749137	0.6611081130737927
GCA_015520395	0.3449686257677247	0.324266927781924
GCA_015520475	0.539465291877164	0.5412039251874725
GCA_015520485	0.29349459167245506	0.21573699367167953
GCA_015520535	0.1277769536632933	0.12056428815310714
GCA_015520785	0.26510201991306714	0.24477431362933022
GCA_015520975	0.27762694575405694	0.22862920244208912
GCA_015521205	0.5824469218404158	0.5694996189363432
GCA_015521295	0.5585768410500846	0.5406292236731477
GCA_015521325	0.54793534163727	0.5308669266597166
GCA_015521705	0.6624930098391033	0.6447852263068312
GCA_015521825	0.1113133235460239	0.05024179061363371
GCA_015521945	0.14211575712725	0.10084331684304082
GCA_015522345	0.8916107192902094	0.8718956867469397
GCA_015522385	0.06771005371433561	0.060408373865788755
GCA_015522495	0.15427577385211852	0.15407318792049374
GCA_015522645	0.5699297531451702	0.5575779498722063
GCA_015522695	0.3157732517711002	0.31945595995580617
GCA_015522745	0.10368073540610678	0.073851050848186
GCA_015522765	0.35712463114844056	0.3525804362206799
GCA_015523125	0.283667128518611	0.2208035520195462
GCA_015523565	0.06680934384800709	0.06395845881456161
GCA_015523665	0.28004093832177385	0.21447949459063223
GCA_015523685	0.29579470868744223	0.21996797494722778
GCA_015660865	0.6682521812693109	0.6221420880005458
GCA_015660995	0.27896382905468736	0.24981961992508628
GCA_015661515	0.06057059578648864	0.027612320593028407
GCA_015661775	0.21386768936109524	0.20505184139869675
GCA_015661855	0.6223208120746686	0.6040704357022104
GCA_015662475	0.850964121171049	0.8309242955818924
GCA_015662595	0.6254308344849692	0.607271032713707
GCA_016065055	0.5790164431057053	0.5798523589784395
GCA_016177165	0.13692655878941457	0.12054800471188609
GCA_016177315	0.42206115305042596	0.42232102685931217
GCA_016177615	0.4909996964034644	0.4901931877045174
GCA_016179955	0.5850963999600287	0.5954414613379508
GCA_016179995	0.6088200193033156	0.6198904959454064
GCA_016180035	0.4288975865260723	0.43031594076091334
GCA_016180135	0.45898586804350844	0.4588617637589142
GCA_016180145	0.3584038543951547	0.3396716800780061
GCA_016180195	0.39795672742335053	0.39278738521060075
GCA_016180375	0.3759829631605433	0.3786663040900647
GCA_016180665	0.3671651892645338	0.3716984752243536
GCA_016180755	0.33978932793582417	0.28949411280304477
GCA_016180945	0.11684679516501421	0.10392476548395947
GCA_016181005	0.13322459579606075	0.09432139541188685
GCA_016181215	0.3362775844145773	0.33765843899385406
GCA_016181275	0.3286098123488952	0.33201967100513635
GCA_016181345	0.5654660414487457	0.5731530743412206
GCA_016181885	0.6917667915774007	0.70063040242669
GCA_016181895	0.6883635108207297	0.6994473510640676
GCA_016181905	0.4942871459157218	0.500187046367066
GCA_016184005	0.11097694712949253	0.08787667936048661
GCA_016184145	0.5413480084417773	0.5428579614838349
GCA_016184315	0.3933773276381765	0.3979832984543161
GCA_016185435	0.15065302960679994	0.1277120760039762
GCA_016185555	0.3550829719822085	0.35873113017581637
